instruction_text1.started,instruction_text1.stopped,instruction_text2.started,instruction_text2.stopped,ready2.keys,ready2.rt,ready2.started,ready2.stopped,show_text.started,show_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,frameRate,
12.258919489919208,None,14.042424154933542,None,up,0.5524482059990987,14.042424154933542,None,,,,,,,,,,,2020_May_25_1013,lexdecspan,2020.1.2,60.01714221411112,
,,,,,,,,15.094305570004508,None,right,2.2925693029537797,15.094305570004508,None,,,,,2020_May_25_1013,lexdecspan,2020.1.2,60.01714221411112,
