block_names,word,difficulty,correct_answer,across_block.thisRepN,across_block.thisTrialN,across_block.thisN,across_block.thisIndex,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,jonapot_szoveg.started,jonapot_szoveg.stopped,szo_kiir.started,szo_kiir.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,koszi_szoveg.started,koszi_szoveg.stopped,session,participant,date,expName,psychopyVersion,frameRate,
blocks/block_17.csv,,,,0,16,16,16,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_18.csv,ködik,18,right,0,17,17,17,0,0,0,8,,,99.9553465039935,None,right,1,0.8645429380121641,99.9553465039935,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_18.csv,kóser,18,left,0,17,17,17,0,1,1,18,,,101.32215329702012,None,left,1,0.8576905960217118,101.32215329702012,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_18.csv,,,,0,17,17,17,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_19.csv,zörög,19,left,0,18,18,18,0,0,0,19,,,102.82448248198489,None,left,1,1.0353582780226134,102.82448248198489,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_19.csv,hullámzik,19,left,0,18,18,18,0,1,1,3,,,104.37503272999311,None,left,1,0.9167937439633533,104.37503272999311,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_19.csv,,,,0,18,18,18,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_20.csv,pitiáner,20,left,0,19,19,19,0,0,0,11,,,105.90913517697481,None,left,1,0.9106949460110627,105.90913517697481,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_20.csv,presbitérium,20,left,0,19,19,19,0,1,1,9,,,107.32597935799276,None,left,1,1.1818238730193116,107.32597935799276,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_20.csv,,,,0,19,19,19,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_21.csv,teríték,21,left,0,20,20,20,0,0,0,5,,,109.14509713702137,None,left,1,0.8987208880134858,109.14509713702137,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_21.csv,gyapot,21,left,0,20,20,20,0,1,1,11,,,110.5454297339893,None,left,1,0.7944036899716593,110.5454297339893,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_21.csv,,,,0,20,20,20,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_22.csv,újgazdag,22,left,0,21,21,21,0,0,0,13,,,111.97947920899605,None,left,1,0.5923520670039579,111.97947920899605,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_22.csv,bolyodás,22,right,0,21,21,21,0,1,1,2,,,113.08139098901302,None,right,1,1.0343638930353336,113.08139098901302,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_22.csv,,,,0,21,21,21,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_23.csv,biotermék,23,left,0,22,22,22,0,0,0,8,,,114.78210976300761,None,left,1,0.7817227399791591,114.78210976300761,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_23.csv,deutérium,23,left,0,22,22,22,0,1,1,16,,,116.06570370402187,None,right,0,0.9061259469599463,116.06570370402187,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_23.csv,magánnyugdíj,23,left,0,22,22,22,0,2,2,19,,,117.48285221902188,None,left,1,1.0809792679501697,117.48285221902188,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_23.csv,,,,0,22,22,22,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_24.csv,ború,24,left,0,23,23,23,0,0,0,16,,,119.25219290802488,None,left,1,1.5596361379721202,119.25219290802488,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_24.csv,tiprochint,24,right,0,23,23,23,0,1,1,12,,,121.31922016100725,None,right,1,2.5966082189697772,121.31922016100725,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_24.csv,,,,0,23,23,23,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_25.csv,abszint,25,left,0,24,24,24,0,0,0,4,,,124.57232280098833,None,left,1,1.3755113969673403,124.57232280098833,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_25.csv,megalitikus,25,left,0,24,24,24,0,1,1,1,,,126.45604744501179,None,right,0,3.019713685964234,126.45604744501179,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_25.csv,tiszogó,25,right,0,24,24,24,0,2,2,9,,,129.9922444089898,None,right,1,2.0675147279980592,129.9922444089898,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_25.csv,,,,0,24,24,24,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_26.csv,kurzív,26,left,0,25,25,25,0,0,0,22,,,132.71173341799295,None,left,1,1.7320988029823638,132.71173341799295,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_26.csv,ivarsejt,26,left,0,25,25,25,0,1,1,14,,,134.94578152202303,None,left,1,1.274072834989056,134.94578152202303,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_26.csv,,,,0,25,25,25,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_27.csv,forróvérű,27,left,0,26,26,26,0,0,0,6,,,136.89660371799255,None,left,1,0.9392513890052214,136.89660371799255,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_27.csv,fürkész,27,left,0,26,26,26,0,1,1,8,,,138.34853862598538,None,left,1,1.3192912879749201,138.34853862598538,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_27.csv,,,,0,26,26,26,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_28.csv,szichosol,28,right,0,27,27,27,0,0,0,6,,,140.3829091520165,None,right,1,1.8609174729790539,140.3829091520165,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
