ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.corr,resp.rt,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,within_block.ran,word,difficulty,correct_answer,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,block_names
left,22.9649,right,1.21331,left,0.93385,space,10.85146,right,1,1.010975,0,0,0,9,1,kép,1,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.29972,0,1,1,17,1,kap,1,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,0,0,0,0,1,blocks/block_1.xlsx
,,,,,,,,right,1,1.01323,0,0,0,11,1,nyújt,2,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.068095,0,1,1,7,1,század,2,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,0,1,1,1,1,blocks/block_2.xlsx
,,,,,,,,right,1,1.088775,0,0,0,2,1,esemény,3,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.17405,0,1,1,20,1,érkezik,3,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,0,2,2,2,1,blocks/block_3.xlsx
,,,,,,,,right,1,0.831555,0,0,0,3,1,rendezvény,4,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,0.765915,0,1,1,16,1,föld,4,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,,,,,,,,,,,,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,0,3,3,3,1,blocks/block_4.xlsx
,,,,,,,,right,1,1.02122,0,0,0,14,1,szegény,5,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
,,,,,,,,right,1,1.09943,0,1,1,1,1,spanyol,5,right,5031,nő,1963,19,2020-09-26_15h44.48.448,lexdecspan,2020.1.2,Win32,60,,,,,,
