word	fpm	lemma_fpm	nchar	pos	bin	lfpm10r	nonce_word	incorrect_answers	correct_answers	correct_odds	correct_log_odds	residual	pred
kap	125.89358226371061	974.8136522753792	3	verb	50	2.152	FALSE	1	32	16.5	2.803360380906535	-0.6818209712797664	3.4851813521862978
kapirgál	0.07444574095682614	0.6154025670945158	8	verb	22	-1.075	FALSE	0	32	33	3.49650756146648	1.538800370578847	1.957707190887632
kapu	21.14294049008168	96.58098016336056	4	noun	43	1.358	FALSE	0	30	31	3.4339872044851463	0.3306743926235121	3.103312811861631
karakter	23.708518086347723	90.55717619603267	8	noun	44	1.43	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
karamboloz	3.500583430571762e-4	0.0021003500583430573	10	verb	3	-3.393	FALSE	5	39	6.666666666666667	1.8971199848858813	0.9759131177366308	0.9212068671492508
kardorrú	0.002333722287047841	0.002333722287047841	8	adjective	10	-2.569	FALSE	3	35	9	2.1972245773362196	0.894149169862302	1.3030754074739177
karikáz	0.004784130688448075	1.340140023337223	7	verb	12	-2.279	FALSE	2	37	12.666666666666666	2.538973871058276	1.1267931663487392	1.4121807047095367
katéterez	0.001750291715285881	0.042590431738623105	9	verb	9	-2.694	FALSE	3	32	8.25	2.1102132003465894	0.8616904414904814	1.248522758856108
kedvezmény	28.40198366394399	93.39848308051342	10	noun	44	1.495	FALSE	0	33	34	3.5263605246161616	0.3684950641367178	3.1578654604794414
kencéz	2.3337222870478414e-4	0.017152858809801632	6	verb	2	-3.569	FALSE	6	17	2.5714285714285716	0.9444616088408516	0.07780739030941056	0.8666542185314414
kerekedik	1.7588098016336056	8.152158693115519	9	verb	34	0.305	FALSE	1	27	14	2.6390573296152584	0.02671835531391061	2.6123389743013457
keresztyén	5.750875145857643	11.980046674445742	10	adjective	38	0.818	FALSE	5	26	4.5	1.5040773967762742	-1.326472171996312	2.830549568772584
keresztény	58.822870478413066	85.55845974329056	10	adjective	47	1.817	FALSE	0	25	26	3.258096538021482	-0.06342686831139019	3.3215234063328696
keserűgyökér	0.0019836639439906652	0.0030338389731621937	12	noun	9	-2.694	FALSE	1	32	16.5	2.803360380906535	1.554837622050427	1.248522758856108
keskeny	13.970595099183198	17.378296382730454	7	adjective	41	1.171	FALSE	0	26	27	3.295836866004329	0.3016293513783141	2.9942075146260123
keszon	0.027304550758459743	0.05845974329054843	6	noun	18	-1.565	FALSE	19	9	0.5	-0.6931471805599453	-2.4326437769763403	1.7394965964163935
kettősfém	0.001633605600933489	0.0018669778296382731	9	noun	8	-2.756	FALSE	8	26	3	1.0986122886681098	-0.09535782157018872	1.1939701102382985
kiabál	1.8365227537922988	13.664177362893815	6	verb	34	0.316	FALSE	0	34	35	3.5553480614894135	0.9430090871880658	2.6123389743013457
kibogarász	1.1668611435239207e-4	0.2639439906651109	10	verb	1	-3.87	FALSE	2	33	11.333333333333334	2.4277482359480516	1.6156466660344202	0.8121015699136319
kihalász	0.005017502917152859	0.21038506417736288	8	verb	12	-2.257	FALSE	1	32	16.5	2.803360380906535	1.391179676196998	1.4121807047095367
kilogramm	5.198833138856476	8.843290548424738	9	noun	38	0.777	FALSE	0	32	33	3.49650756146648	0.6659579926938941	2.830549568772584
kirugódik	3.500583430571762e-4	0.0025670945157526253	9	verb	3	-3.393	FALSE	5	23	4	1.3862943611198906	0.46508749397064	0.9212068671492508
király	102.73243873978997	156.56289381563593	6	noun	48	1.96	FALSE	0	42	43	3.7612001156935624	0.38512406074288025	3.376076054950679
kiskanál	2.1323220536756127	3.115752625437573	8	noun	35	0.383	FALSE	0	33	34	3.5263605246161616	0.8594689016970041	2.6668916229191555
kislány	23.151691948658108	57.048074679113185	7	noun	44	1.415	FALSE	1	28	14.5	2.6741486494265287	-0.48371681105291503	3.1578654604794414
kispárlófű	0.001750291715285881	0.0018669778296382731	10	noun	8	-2.756	FALSE	20	17	0.8571428571428571	-0.15415067982725836	-1.348120790065557	1.1939701102382985
kistányér	0.09498249708284714	0.4029171528588098	9	noun	23	-0.973	FALSE	0	37	38	3.6375861597263857	1.6253263202209434	2.0122598395054414
kisujj	0.602683780630105	2.9887981330221702	6	noun	29	-0.286	FALSE	1	40	20.5	3.0204248861443626	0.6808491549320628	2.3395757312122982
kitin	0.11551925320886815	0.1600933488914819	5	noun	23	-0.946	FALSE	6	28	4.142857142857143	1.421385680931161	-0.5908741585742814	2.0122598395054414
kivitelez	0.2855309218203034	6.01411901983664	9	verb	27	-0.488	FALSE	1	33	17	2.833213344056216	0.6027429100795355	2.230470433976679
klassz	8.421003500583431	9.839906651108517	6	adjective	39	0.92	FALSE	0	32	33	3.49650756146648	0.6114053440760845	2.8851022173903935
kliens	8.64679113185531	18.191015169194866	6	noun	40	0.973	FALSE	1	39	20	2.995732273553991	0.05607740754578552	2.939654866008203
klozettpapír	0.0028004667444574095	0.012368728121353558	12	noun	10	-2.49	FALSE	3	36	9.25	2.224623551524334	0.9215481440504164	1.3030754074739177
klímatérkép	7.001166861143524e-4	0.004200700116686115	11	noun	5	-3.092	FALSE	1	40	20.5	3.0204248861443626	1.9901127217594927	1.03031216438487
klór	1.7415402567094516	2.7128354725787633	4	noun	34	0.283	FALSE	3	26	6.75	1.9095425048844383	-0.7027964694169092	2.6123389743013457
koegzisztál	0.0015169194865810968	0.0039673278879813305	11	verb	8	-2.756	FALSE	20	13	0.6666666666666666	-0.4054651081081645	-1.599435218346463	1.1939701102382985
koenzim	0.9728121353558926	1.2317386231038507	7	noun	31	0.003	FALSE	9	24	2.5	0.9162907318741552	-1.532390296573764	2.4486810284479175
kollapszus	0.07864644107351225	0.12182030338389732	10	noun	22	-1.065	FALSE	26	19	0.7407407407407407	-0.30010459245033816	-2.257811783337971	1.957707190887632
kollektivizál	0.001633605600933489	0.03267211201866978	13	verb	7	-2.829	FALSE	0	41	42	3.737669618283368	2.5982521566628796	1.139417461620489
kollektív	20.997666277712952	21.748191365227537	9	adjective	43	1.338	FALSE	0	22	23	3.1354942159291497	0.03218140406751551	3.103312811861631
kolonizál	0.007001166861143524	0.19381563593932322	9	verb	14	-2.099	FALSE	9	26	2.7	0.9932517730102834	-0.5280342289348725	1.5212860019451555
kolosszális	0.4680280046674446	0.50536756126021	11	adjective	29	-0.298	FALSE	2	33	11.333333333333334	2.4277482359480516	0.08817250473575167	2.3395757312122982
komoly	179.87491248541423	297.52403733955657	6	adjective	50	2.29	FALSE	1	30	15.5	2.740840023925201	-0.7443413282611003	3.4851813521862978
komolyodik	0.21703617269544925	0.4533255542590432	10	verb	26	-0.609	FALSE	1	34	17.5	2.862200880929469	0.6862830955705975	2.1759177853588696
komplex	55.44317386231039	62.63512252042007	7	adjective	46	1.745	FALSE	1	29	15	2.70805020110221	-0.5589205566128529	3.26697075771506
komál	0.008051341890315053	0.3234539089848308	5	verb	14	-2.031	FALSE	8	30	3.4444444444444446	1.236762627148927	-0.28452337479622913	1.5212860019451555
kondenzcsík	0.09183197199533255	0.31353558926487746	11	noun	23	-1.009	FALSE	5	20	3.5	1.252762968495368	-0.7594968710100742	2.0122598395054414
konföderatív	0.049358226371061846	0.04982497082847141	12	adjective	20	-1.324	FALSE	8	25	2.888888888888889	1.0608719606852626	-0.787729932966751	1.8486018936520128
kongóvörös	0.001633605600933489	0.004200700116686115	10	adjective	8	-2.724	FALSE	10	22	2.090909090909091	0.7375989431307791	-0.4563711671075195	1.1939701102382985
kontinuáns	2.3337222870478414e-4	3.500583430571762e-4	10	adjective	1	-3.87	FALSE	31	16	0.53125	-0.6325225587435105	-1.4446241286571415	0.8121015699136319
kontrapunkt	0.0338389731621937	0.05180863477246208	11	noun	17	-1.743	FALSE	31	15	0.5	-0.6931471805599453	-2.37809112835853	1.684943947798584
konverzál	9.334889148191366e-4	0.006417736289381563	9	verb	6	-2.967	FALSE	13	33	2.4285714285714284	0.8873031950009027	-0.19756161800177652	1.0848648130026797
konzílium	0.25682613768961493	0.5359393232205367	9	noun	26	-0.597	FALSE	6	16	2.4285714285714284	0.8873031950009027	-1.2886145903579684	2.1759177853588696
kopp	1.3977829638273045	1.596382730455076	4	noun	28	-0.43	FALSE	2	36	12.333333333333334	2.512305623976115	0.22728254138162457	2.285023082594489
kormányrúd	0.1617269544924154	0.5512252042007001	10	noun	25	-0.736	FALSE	1	35	18	2.8903717578961645	0.769006621155103	2.12136513674106
korog	0.24935822637106184	0.4511085180863477	5	verb	26	-0.628	FALSE	1	28	14.5	2.6741486494265287	0.49823086406765765	2.1759177853588696
korrektúrázik	0.0010501750291715287	0.050175029171528586	13	verb	7	-2.916	FALSE	5	26	4.5	1.5040773967762742	0.3646599351557852	1.139417461620489
krakéler	0.03477246207701284	0.04690781796966161	8	noun	19	-1.411	FALSE	35	3	0.1111111111111111	-2.1972245773362196	-3.991273822370423	1.7940492450342032
kritikus	30.636172695449243	48.309568261376896	8	adjective	44	1.526	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
krém	18.339089848308053	50.706884480746794	4	noun	43	1.312	FALSE	0	31	32	3.4657359027997265	0.3624230909380924	3.103312811861631
kuktáskodik	0.006534422403733956	0.051925320886814466	11	verb	13	-2.122	FALSE	1	31	16	2.772588722239781	1.3058553689124348	1.466733353327346
kulcscsont	0.26709451575262544	0.7060676779463244	10	noun	27	-0.536	FALSE	1	28	14.5	2.6741486494265287	0.443678215449848	2.230470433976679
kulináris	3.7127187864644107	3.7492415402567096	9	adjective	37	0.6	FALSE	6	22	3.2857142857142856	1.1895840668738364	-1.58641285328094	2.7759969201547747
kultúrállam	0.01353558926487748	0.05740956826137689	11	noun	16	-1.829	FALSE	4	24	5	1.6094379124341005	-0.02095338674667489	1.6303912991807747
kunkorít	7.001166861143524e-4	0.037572928821470244	8	verb	5	-3.092	FALSE	3	29	7.5	2.0149030205422647	0.9845908561573952	1.03031216438487
kurtít	0.005017502917152859	0.3504084014002334	6	verb	12	-2.237	FALSE	7	20	2.625	0.965080896043587	-0.4470998086659499	1.4121807047095367
kurzivál	0.0011668611435239206	0.043757292882147025	8	verb	5	-3.092	FALSE	28	11	0.41379310344827586	-0.8823891801984737	-1.9127013445833432	1.03031216438487
kurzív	0.16639439906651107	0.23045507584597433	6	adjective	25	-0.736	FALSE	13	18	1.3571428571428572	0.3053816495511819	-1.8159834871898797	2.12136513674106
kvártélyoz	2.3337222870478414e-4	0.02707117852975496	10	verb	2	-3.569	FALSE	7	26	3.375	1.2163953243244932	0.3497411057930522	0.8666542185314414
kvéker	0.062427071178529754	0.14667444574095684	6	adjective	17	-1.672	FALSE	22	15	0.6956521739130435	-0.3629054936893685	-2.0478494414879536	1.684943947798584
káder	0.25367561260210036	1.0450408401400233	5	noun	26	-0.593	FALSE	14	17	1.2	0.1823215567939546	-1.9935962285649165	2.1759177853588696
káinbélyeg	5.834305717619603e-4	0.0021003500583430573	10	noun	3	-3.393	FALSE	21	11	0.5454545454545454	-0.6061358035703156	-1.5273426707195663	0.9212068671492508
kán	1.938739789964994	3.3956826137689613	3	noun	34	0.248	FALSE	4	22	4.6	1.5260563034950492	-1.0862826708062985	2.6123389743013457
kárpit	2.1833138856476078	4.654959159859977	6	noun	33	0.194	FALSE	1	32	16.5	2.803360380906535	0.2455740552229966	2.5577863256835363
kárörvend	0.022170361726954493	0.18459743290548425	9	verb	18	-1.603	FALSE	1	29	15	2.70805020110221	0.9685536046858156	1.7394965964163935
kékellik	0.007001166861143524	0.0162193698949825	8	verb	14	-2.092	FALSE	10	24	2.272727272727273	0.8209805520698303	-0.7003054498753256	1.5212860019451555
kékít	0.002333722287047841	0.025670945157526253	5	verb	9	-2.591	FALSE	1	31	16	2.772588722239781	1.5240659633836733	1.248522758856108
kép	130.68681446907817	568.6406067677947	3	noun	50	2.152	FALSE	0	33	34	3.5263605246161616	0.04117917242986028	3.4851813521862978
kér	26.451925320886815	646.175845974329	3	verb	44	1.48	FALSE	0	31	32	3.4657359027997265	0.30787044232028277	3.1578654604794414
késik	4.891131855309218	15.321820303383896	5	verb	38	0.737	FALSE	0	29	30	3.4011973816621555	0.5706478128895693	2.830549568772584
kész	63.377946324387395	130.91435239206535	4	adjective	47	1.833	FALSE	0	35	36	3.58351893845611	0.26199553212323756	3.3215234063328696
készülék	73.7779463243874	181.5196032672112	8	noun	48	1.925	FALSE	0	21	22	3.091042453358316	-0.28503360159236607	3.376076054950679
kétvonalú	8.168028004667445e-4	9.334889148191366e-4	9	adjective	6	-3.025	FALSE	1	42	21.5	3.068052935133617	1.9831881221309375	1.0848648130026797
kétágú	0.31936989498249707	0.3331388564760793	6	adjective	27	-0.49	FALSE	2	23	8	2.0794415416798357	-0.15102889229684494	2.230470433976679
kéz	21.49556592765461	381.99159859976663	3	noun	43	1.373	FALSE	1	34	17.5	2.862200880929469	-0.2411119309321656	3.103312811861631
kócol	0.003150525087514586	0.06872812135355892	5	verb	11	-2.439	FALSE	0	27	28	3.332204510175204	1.9745764540834765	1.357628056091727
kóser	1.4912485414235706	1.5799299883313886	5	adjective	33	0.207	FALSE	0	26	27	3.295836866004329	0.738050540320791	2.5577863256835363
kölcsönöz	6.834422403733956	17.98448074679113	9	verb	39	0.897	FALSE	0	31	32	3.4657359027997265	0.5806336854093308	2.8851022173903935
kölönc	0.009451575262543758	0.024154025670945156	6	noun	14	-1.995	FALSE	25	13	0.5384615384615384	-0.6190392084062235	-2.14032521035138	1.5212860019451555
köménymag	0.6157526254375729	1.3236872812135356	9	noun	30	-0.164	FALSE	0	39	40	3.688879454113936	1.2947510742838269	2.394128379830108
könnyelmű	0.9682613768961493	1.9569428238039672	9	adjective	32	0.019	FALSE	0	27	28	3.332204510175204	0.8289708331094752	2.503233677065727
könyvtár	64.83582263710619	124.56662777129522	8	noun	45	1.564	FALSE	0	36	37	3.610917912644224	0.3984998035469711	3.212418109097251
köpdös	0.007584597432905484	0.09323220536756126	6	verb	14	-2.071	FALSE	0	36	37	3.610917912644224	2.0896319106990684	1.5212860019451555
környezetvédelem	12.359159859976662	18.211901983663942	16	noun	41	1.07	FALSE	0	34	35	3.5553480614894135	0.5611405468633985	2.9942075146260123
körvonalazódik	1.562193698949825	3.994865810968495	14	verb	33	0.232	FALSE	1	29	15	2.70805020110221	0.15026387541867184	2.5577863256835363
köszörűsműhely	2.3337222870478414e-4	9.334889148191366e-4	14	noun	2	-3.569	FALSE	3	38	9.75	2.277267285009756	1.410613066478315	0.8666542185314414
kötődik	12.184014002333722	22.900700116686114	7	verb	41	1.137	FALSE	0	29	30	3.4011973816621555	0.4069898670361404	2.9942075146260123
közhely	2.98634772462077	7.3513418903150525	7	noun	35	0.426	FALSE	0	30	31	3.4339872044851463	0.7670955815659888	2.6668916229191555
közöny	1.53803967327888	3.3066511085180865	6	noun	33	0.222	FALSE	0	38	39	3.6635616461296463	1.1057753204461085	2.5577863256835363
kúpol	0.01073512252042007	0.01575262543757293	5	verb	15	-1.906	FALSE	15	23	1.5	0.4054651081081644	-1.1703735424548012	1.5758386505629651
küld	22.628588098016337	213.3291715285881	4	verb	43	1.411	FALSE	1	31	16	2.772588722239781	-0.330724089621853	3.103312811861631
különbözik	15.774212368728122	42.4904317386231	10	verb	42	1.256	FALSE	1	37	19	2.9444389791664403	-0.10432118407738422	3.0487601632438217
különszakasz	3.500583430571762e-4	0.0028004667444574095	12	noun	3	-3.393	FALSE	7	26	3.375	1.2163953243244932	0.2951884571752426	0.9212068671492508
lakotthely	0.0029171528588098016	0.006184364060676779	10	noun	10	-2.472	FALSE	9	28	2.9	1.0647107369924282	-0.23836467048148935	1.3030754074739177
lalláz	7.001166861143524e-4	0.0022170361726954494	6	verb	4	-3.268	FALSE	26	8	0.3333333333333333	-1.0986122886681098	-2.07437180443517	0.9757595157670604
lapockacsont	0.02882147024504084	0.06977829638273046	12	noun	18	-1.53	FALSE	1	30	15.5	2.740840023925201	1.001343427508807	1.7394965964163935
lazúroz	2.3337222870478414e-4	0.04469078179696616	7	verb	2	-3.569	FALSE	14	19	1.3333333333333333	0.28768207245178085	-0.5789721460796602	0.8666542185314414
lebeg	4.5665110851808635	11.955542590431739	5	verb	38	0.717	FALSE	1	27	14	2.6390573296152584	-0.1914922391573278	2.830549568772584
lejmol	0.00840140023337223	0.08739789964994166	6	verb	14	-2.031	FALSE	14	19	1.3333333333333333	0.28768207245178085	-1.2336039294933752	1.5212860019451555
lendít	0.40676779463243873	3.4369894982497082	6	verb	29	-0.333	FALSE	0	34	35	3.5553480614894135	1.2157723302771135	2.3395757312122982
lepadlózik	0.001750291715285881	0.029288214702450407	10	verb	8	-2.724	FALSE	4	34	7	1.9459101490553132	0.7519400388170148	1.1939701102382985
levélnehezék	0.01808634772462077	0.06441073512252042	12	noun	17	-1.718	FALSE	2	30	10.333333333333334	2.3353749158170367	0.650430968018452	1.684943947798584
lexikológus	9.334889148191366e-4	0.0021003500583430573	11	noun	6	-2.967	FALSE	6	27	4	1.3862943611198906	0.3014295481172113	1.0848648130026797
leér	0.5354725787631271	3.038389731621937	4	verb	30	-0.214	FALSE	0	45	46	3.828641396489095	1.4345130166589857	2.394128379830108
libling	0.01073512252042007	0.05507584597432905	7	noun	15	-1.946	FALSE	23	18	0.7916666666666666	-0.2336148511815052	-1.8094535017444704	1.5758386505629651
lik	1.525904317386231	2.2466744457409566	3	noun	33	0.236	FALSE	13	15	1.1428571428571428	0.13353139262452257	-2.4242549330590157	2.5577863256835363
lomb	1.5	6.303617269544924	4	noun	32	0.122	FALSE	1	29	15	2.70805020110221	0.2048165240364814	2.503233677065727
luftballon	0.017036172695449242	0.11085180863477247	10	noun	16	-1.821	FALSE	3	33	8.5	2.1400661634962708	0.5096748643154956	1.6303912991807747
lukaszt	0.003617269544924154	0.049008168028004666	7	verb	9	-2.591	FALSE	5	25	4.333333333333333	1.466337068793427	0.2178143099373189	1.248522758856108
lumpenproletariátus	0.012485414235705952	0.020070011668611436	19	noun	16	-1.845	FALSE	23	8	0.375	-0.9808292530117262	-2.611220552192502	1.6303912991807747
lágyék	0.18448074679113186	0.6441073512252042	6	noun	26	-0.685	FALSE	3	34	8.75	2.169053700369523	-0.00686408498934793	2.1759177853588696
lánc	9.936989498249709	25.797666277712953	4	noun	40	1.038	FALSE	1	33	17	2.833213344056216	-0.10644152195198917	2.939654866008203
látszik	101.24842473745625	142.09276546091016	7	verb	49	2.055	FALSE	1	24	12.5	2.5257286443082556	-0.904900059260236	3.4306287035684884
látvány	21.12193698949825	53.058693115519254	7	noun	43	1.38	FALSE	0	39	40	3.688879454113936	0.5855666422523021	3.103312811861631
léghajózik	7.001166861143524e-4	0.0011668611435239206	10	verb	5	-3.092	FALSE	2	42	14.333333333333334	2.662587827025453	1.6322756626405832	1.03031216438487
légijármű	1.2326721120186699	2.2805134189031504	9	noun	32	0.067	FALSE	1	29	15	2.70805020110221	0.2048165240364814	2.503233677065727
léháskodik	4.667444574095683e-4	0.0026837806301050174	10	verb	4	-3.268	FALSE	9	13	1.4	0.3364722366212129	-0.6392872791458472	0.9757595157670604
lélek	50.20116686114353	194.53768961493583	5	noun	46	1.694	FALSE	0	29	30	3.4011973816621555	0.13422662394709248	3.26697075771506
lényeg	62.89766627771295	180.88436406067677	6	noun	47	1.844	FALSE	0	30	31	3.4339872044851463	0.11246379815227396	3.3215234063328696
lépdegél	0.003500583430571762	0.010385064177362895	8	verb	11	-2.393	FALSE	10	22	2.090909090909091	0.7375989431307791	-0.6200291129609483	1.357628056091727
lépték	1.2806301050175029	5.004317386231039	6	noun	33	0.16	FALSE	2	31	10.666666666666666	2.367123614131617	-0.19066271155192124	2.5577863256835363
létesítmény	23.533605600933488	54.501866977829636	11	noun	44	1.424	FALSE	0	20	21	3.044522437723423	-0.11334302275602072	3.1578654604794414
lícium	0.057992998833138854	0.06872812135355892	6	noun	20	-1.38	FALSE	5	28	4.833333333333333	1.575536360758419	-0.27306553289359464	1.8486018936520128
madársisak	0.052975495915986	0.06394399066511085	10	noun	21	-1.216	FALSE	7	32	4.125	1.4170660197866445	-0.4860885224831789	1.9031545422698224
magmatit	0.0018669778296382731	0.010501750291715286	8	noun	9	-2.666	FALSE	15	12	0.8125	-0.2076393647782445	-1.4561621236343525	1.248522758856108
magnezit	0.06662777129521587	0.07817969661610269	8	noun	21	-1.207	FALSE	4	28	5.8	1.7578579175523736	-0.14529662471744953	1.9031545422698224
magánnyugdíj	0.36837806301050174	1.6277712952158694	12	noun	28	-0.405	FALSE	3	30	7.75	2.0476928433652555	-0.2373302392292348	2.285023082594489
majom	4.32438739789965	10.764294049008168	5	noun	37	0.651	FALSE	0	34	35	3.5553480614894135	0.7793511413346369	2.7759969201547747
makranc	0.004784130688448075	0.01073512252042007	7	noun	6	-3.025	FALSE	8	31	3.5555555555555554	1.2685113254635072	0.18364651246082797	1.0848648130026797
marcangol	0.0617269544924154	0.684830805134189	9	verb	22	-1.169	FALSE	1	29	15	2.70805020110221	0.7503430102145774	1.957707190887632
marketing	57.1879813302217	66.4294049008168	9	noun	46	1.732	FALSE	0	38	39	3.6635616461296463	0.3965908884145833	3.26697075771506
martalóc	0.09101516919486581	0.35542590431738624	8	noun	23	-1.017	FALSE	10	22	2.090909090909091	0.7375989431307791	-1.2746608963746633	2.0122598395054414
mater	1.1295215869311552	1.9381563593932323	5	noun	28	-0.43	FALSE	16	20	1.2352941176470589	0.21130909366720696	-2.073713988927284	2.285023082594489
megalitikus	0.1824970828471412	0.1899649941656943	11	adjective	26	-0.696	FALSE	17	18	1.0555555555555556	0.05406722127027579	-2.1218505640885956	2.1759177853588696
megfogózik	4.667444574095683e-4	0.026487747957993	10	verb	3	-3.393	FALSE	4	27	5.6	1.7227665977411035	0.801559730591853	0.9212068671492508
megrohad	0.06044340723453909	0.28588098016336055	8	verb	22	-1.167	FALSE	0	35	36	3.58351893845611	1.625811747568477	1.957707190887632
megy	156.9109684947491	862.611901983664	4	verb	50	2.251	FALSE	0	29	30	3.4011973816621555	-0.08398397052414583	3.4851813521862978
megállóhely	1.3165694282380396	6.135472578763127	11	noun	33	0.174	FALSE	0	37	38	3.6375861597263857	1.0797998340428476	2.5577863256835363
meleglaboratórium	0.0010501750291715287	0.04807467911318553	17	noun	6	-2.967	FALSE	11	33	2.8333333333333335	1.0414538748281612	-0.04341093817451803	1.0848648130026797
mellényzseb	0.009218203033838973	0.22637106184364061	11	noun	15	-1.973	FALSE	3	34	8.75	2.169053700369523	0.5932150498065576	1.5758386505629651
merítőkanál	0.011201866977829638	0.03512252042007001	11	noun	15	-1.921	FALSE	1	36	18.5	2.917770732084279	1.3419320815213134	1.5758386505629651
meztelenkedik	0.11096849474912486	0.3401400233372229	13	verb	24	-0.893	FALSE	0	42	43	3.7612001156935624	1.6943876275703105	2.066812488123251
mikrorendszer	0.03897316219369895	0.10186697782963827	13	noun	20	-1.397	FALSE	1	36	18.5	2.917770732084279	1.0691688384322653	1.8486018936520128
mimézis	0.09533255542590431	0.1294049008168028	7	noun	22	-1.054	FALSE	17	7	0.4444444444444444	-0.8109302162163288	-2.7686374071039617	1.957707190887632
minimálbér	10.992998833138856	16.04924154025671	10	noun	41	1.095	FALSE	0	26	27	3.295836866004329	0.3016293513783141	2.9942075146260123
misztérium	1.3996499416569428	5.657876312718787	10	noun	33	0.139	FALSE	4	35	7.2	1.9740810260220096	-0.5837052996615285	2.5577863256835363
mobil	37.47117852975496	67.89638273045507	5	adjective	45	1.634	FALSE	0	26	27	3.295836866004329	0.08341875690707592	3.212418109097251
moderátor	4.094865810968495	8.05320886814469	9	noun	36	0.557	FALSE	2	26	9	2.1972245773362196	-0.5242196942007474	2.721444271536965
mokkáskanál	0.9460910151691949	1.0276546091015168	11	noun	32	0.038	FALSE	1	24	12.5	2.5257286443082556	0.02249496724252695	2.503233677065727
mond	42.51785297549591	1347.2605600933489	4	verb	46	1.679	FALSE	0	39	40	3.688879454113936	0.4219086963988733	3.26697075771506
monetarizmus	0.05565927654609101	0.07036172695449242	12	noun	21	-1.213	FALSE	6	12	1.8571428571428572	0.6190392084062235	-1.2841153338635998	1.9031545422698224
monogenetikus	0.013652275379229872	0.015519253208868145	13	adjective	16	-1.813	FALSE	5	25	4.333333333333333	1.466337068793427	-0.1640542303873482	1.6303912991807747
mozgalom	29.145040840140023	54.13558926487748	8	noun	43	1.382	FALSE	0	28	29	3.367295829986474	0.26398301812484	3.103312811861631
multinacionális	8.724504084014002	8.771411901983663	15	adjective	40	0.982	FALSE	0	22	23	3.1354942159291497	0.19583934992094432	2.939654866008203
multiplikatív	0.1427071178529755	0.14387397899649942	13	adjective	25	-0.804	FALSE	11	27	2.3333333333333335	0.8472978603872037	-1.274067276353858	2.12136513674106
multiregionális	0.009918319719953326	0.010618436406067678	15	adjective	15	-1.946	FALSE	3	33	8.5	2.1400661634962708	0.5642275129333052	1.5758386505629651
munkálkodik	2.449358226371062	7.7159859976662775	11	verb	35	0.449	FALSE	0	33	34	3.5263605246161616	0.8594689016970041	2.6668916229191555
mér	4.713302217036173	79.62018669778297	3	verb	37	0.704	FALSE	2	39	13.333333333333334	2.5902671654458267	-0.18572975470894992	2.7759969201547747
mérgesít	0.009684947491248541	0.08284714119019837	8	verb	15	-1.984	FALSE	1	47	24	3.1780538303479458	1.6022151797849802	1.5758386505629651
mérsékelődik	0.0022170361726954494	0.010268378063010501	12	verb	9	-2.591	FALSE	2	27	9.333333333333334	2.2335922215070942	0.9850694626509862	1.248522758856108
mítosz	3.8872812135355894	12.247491248541424	6	noun	37	0.619	FALSE	0	29	30	3.4011973816621555	0.6252004615073788	2.7759969201547747
mód	49.37759626604434	600.0233372228705	3	noun	46	1.749	FALSE	2	34	11.666666666666666	2.456735772821304	-0.810234984893759	3.26697075771506
módszer	63.21283547257876	233.70105017502917	7	noun	47	1.848	FALSE	0	34	35	3.5553480614894135	0.2338246551565412	3.3215234063328696
móringol	9.334889148191366e-4	0.003500583430571762	8	verb	6	-2.967	FALSE	30	5	0.1935483870967742	-1.642227735257091	-2.7270925482597708	1.0848648130026797
műt	0.10256709451575262	4.695449241540257	3	verb	23	-0.938	FALSE	1	40	20.5	3.0204248861443626	1.0081650466389205	2.0122598395054414
nagy	1302.4305717619604	2374.1624270711786	4	adjective	50	3.145	FALSE	1	19	10	2.302585092994046	-1.1825962591922554	3.4851813521862978
nagybeteg	0.47117852975495916	0.5876312718786464	9	noun	29	-0.276	FALSE	2	31	10.666666666666666	2.367123614131617	0.02754788291931709	2.3395757312122982
nagydíj	7.118203033838973	15.98786464410735	7	noun	30	-0.12	FALSE	1	29	15	2.70805020110221	0.3139218212721006	2.394128379830108
nagyfejedelem	0.35320886814469077	0.4868144690781797	13	noun	28	-0.424	FALSE	0	40	41	3.713572066704308	1.4285489841098178	2.285023082594489
nagyméretű	14.434422403733956	14.744574095682614	10	adjective	42	1.183	FALSE	1	26	13.5	2.6026896854443837	-0.4460704777994408	3.0487601632438217
nagyoll	0.00338389731621937	0.005017502917152859	7	verb	11	-2.408	FALSE	23	17	0.75	-0.2876820724517809	-1.645310128543508	1.357628056091727
nagyszámú	7.298016336056009	7.332555425904317	9	adjective	39	0.902	FALSE	0	18	19	2.9444389791664403	0.05933676177604449	2.8851022173903935
naiv	7.469894982497083	9.959159859976662	4	adjective	39	0.89	FALSE	2	23	8	2.0794415416798357	-0.80566067571056	2.8851022173903935
napkollektor	2.097899649941657	4.60781796966161	12	noun	34	0.312	FALSE	2	28	9.666666666666666	2.268683541318364	-0.3436554329829837	2.6123389743013457
naptár	8.330338389731622	20.08914819136523	6	noun	39	0.927	FALSE	0	34	35	3.5553480614894135	0.6702458440990178	2.8851022173903935
nehéz	218.96884480746792	393.0710618436406	5	adjective	50	2.355	FALSE	2	35	12	2.4849066497880004	-1.000274702398301	3.4851813521862978
