word	fpm	lemma_fpm	nchar	pos	bin	lfpm10r	nonce_word	incorrect_answers	correct_answers	correct_odds	correct_log_odds	residual	pred
fentereg	0.001750291715285881	0.00338389731621937	8	verb	9	-2.694	FALSE	19	12	0.65	-0.4307829160924542	-1.679305674948562	1.248522758856108
fenőszíj	0.003267211201866978	0.010385064177362895	8	noun	11	-2.439	FALSE	14	18	1.2666666666666666	0.2363887780642303	-1.121239278027497	1.357628056091727
fertilis	0.0588098016336056	0.06651108518086347	8	adjective	21	-1.185	FALSE	11	24	2.0833333333333335	0.7339691750802005	-1.1691853671896226	1.9031545422698224
fiatalember	13.436406067677947	19.510151691948657	11	noun	42	1.184	FALSE	0	33	34	3.5263605246161616	0.4776003613723371	3.0487601632438217
figyelem	62.387164527421234	512.9703617269545	8	noun	43	1.387	FALSE	0	42	43	3.7612001156935624	0.6578873038319283	3.103312811861631
filologizál	3.500583430571762e-4	0.0018669778296382731	11	verb	3	-3.393	FALSE	14	22	1.5333333333333334	0.42744401482693967	-0.493762852322311	0.9212068671492508
finomszesz	0.02252042007001167	0.044924154025670945	10	noun	18	-1.598	FALSE	2	43	14.666666666666666	2.6855773452501515	0.9460807488337571	1.7394965964163935
finálé	2.824154025670945	11.823103850641774	6	noun	36	0.492	FALSE	1	31	16	2.772588722239781	0.05114445070281408	2.721444271536965
firkál	0.10700116686114353	1.0619603267211202	6	verb	24	-0.912	FALSE	1	37	19	2.9444389791664403	0.8776264910431884	2.066812488123251
fjord	0.41411901983663946	1.1730455075845974	5	noun	28	-0.408	FALSE	6	23	3.4285714285714284	1.2321436812926323	-1.052879401301858	2.285023082594489
foglaltatik	1.271411901983664	1.8715285880980164	11	verb	33	0.166	FALSE	1	36	18.5	2.917770732084279	0.3599844064007407	2.5577863256835363
fogózkodik	0.0015169194865810968	0.01971995332555426	10	verb	8	-2.791	FALSE	1	45	23	3.1354942159291497	1.9415241056908512	1.1939701102382985
folyik	45.752742123687284	86.70116686114352	6	verb	46	1.717	FALSE	1	37	19	2.9444389791664403	-0.32253177854862275	3.26697075771506
fon	0.8661610268378063	4.875029171528588	3	verb	31	-0.09	FALSE	2	24	8.333333333333334	2.120263536200091	-0.32841749224782807	2.4486810284479175
fonógép	0.013418903150525088	0.028704784130688447	7	noun	16	-1.862	FALSE	0	32	33	3.49650756146648	1.866116262285705	1.6303912991807747
forgalom	32.75810968494749	126.1066511085181	8	noun	45	1.57	FALSE	0	35	36	3.58351893845611	0.3711008293588567	3.212418109097251
forgatókönyv	9.944690781796966	25.29206534422404	12	noun	40	1.045	FALSE	1	17	9	2.1972245773362196	-0.7424302886719858	2.939654866008203
forgórész	0.5036172695449241	0.9296382730455076	9	noun	29	-0.244	FALSE	1	26	13.5	2.6026896854443837	0.26311395423208384	2.3395757312122982
forog	9.837922987164527	34.32730455075846	5	verb	40	1.046	FALSE	0	30	31	3.4339872044851463	0.49433233847694086	2.939654866008203
forrpont	0.02532088681446908	0.14527421236872812	8	noun	18	-1.542	FALSE	12	13	1.0769230769230769	0.074107972153721835	-1.6653886242626723	1.7394965964163935
forróvérű	0.1177362893815636	0.13243873978996498	9	adjective	24	-0.901	FALSE	0	25	26	3.258096538021482	1.1912840498982302	2.066812488123251
fotoszenzibilis	0.0014002333722287048	0.0014002333722287048	15	adjective	7	-2.829	FALSE	10	26	2.4545454545454546	0.8979415932059586	-0.24147586841453048	1.139417461620489
fotoszintetikus	0.18448074679113186	0.2173862310385064	15	adjective	26	-0.691	FALSE	1	41	21	3.044522437723423	0.868604652364552	2.1759177853588696
frakcionál	0.001633605600933489	0.047024504084014006	10	verb	8	-2.791	FALSE	4	31	6.4	1.8562979903656265	0.6623278801273278	1.1939701102382985
friss	114.19696616102684	199.01481913652276	5	adjective	49	2.081	FALSE	0	37	38	3.6375861597263857	0.20695745615789396	3.4306287035684884
frizíroz	2.3337222870478414e-4	0.0045507584597432905	8	verb	2	-3.569	FALSE	21	14	0.6818181818181818	-0.38299225225610584	-1.249646470787547	0.8666542185314414
frontszakasz	0.029288214702450407	0.17351225204200701	12	noun	19	-1.472	FALSE	0	40	41	3.713572066704308	1.919522821670104	1.7940492450342032
funkcionális	16.979346557759627	19.513885647607935	12	adjective	42	1.255	FALSE	2	32	11	2.3978952727983707	-0.6508648904454538	3.0487601632438217
fut	25.656476079346557	117.13045507584597	3	verb	44	1.461	FALSE	1	25	13	2.5649493574615367	-0.592916103017907	3.1578654604794414
fázik	1.531271878646441	9.001516919486582	5	verb	33	0.226	FALSE	0	33	34	3.5263605246161616	0.9685741989326236	2.5577863256835363
fél	58.515285880980166	585.1042007001167	3	noun	47	1.813	FALSE	0	29	30	3.4011973816621555	0.07967397532928314	3.3215234063328696
félelem	25.864060676779463	67.45950991831972	7	noun	44	1.451	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
félvariogram	0.0026837806301050174	0.0045507584597432905	12	noun	10	-2.509	FALSE	21	2	0.13636363636363635	-1.9924301646902065	-3.295505572164124	1.3030754074739177
fény	60.509451575262545	158.79719953325554	4	noun	47	1.794	FALSE	1	32	16.5	2.803360380906535	-0.5181630254263374	3.3215234063328696
fényesít	0.03803967327887981	0.578879813302217	8	verb	20	-1.369	FALSE	0	22	23	3.1354942159291497	1.286892322277136	1.8486018936520128
fényképezőgép	8.45029171528588	20.362660443407236	13	noun	40	0.963	FALSE	0	31	32	3.4657359027997265	0.5260810367915212	2.939654866008203
fókabőr	0.01855309218203034	0.043757292882147025	7	noun	17	-1.677	FALSE	3	29	7.5	2.0149030205422647	0.3299590727436799	1.684943947798584
fókázik	0.0018669778296382731	0.005600933488914819	7	verb	9	-2.666	FALSE	1	30	15.5	2.740840023925201	1.492317265069093	1.248522758856108
föld	99.38914819136522	277.9648774795799	4	noun	47	1.795	FALSE	1	26	13.5	2.6026896854443837	-0.7188337208884885	3.3215234063328696
föllélegez	3.500583430571762e-4	0.0220536756126021	10	verb	3	-3.393	FALSE	1	38	19.5	2.970414465569701	2.04920759842045	0.9212068671492508
függ	70.18051341890315	83.48191365227538	4	verb	48	1.905	FALSE	0	33	34	3.5263605246161616	0.15028446966547945	3.376076054950679
fürkész	0.25425904317386233	2.239206534422404	7	verb	24	-0.829	FALSE	1	23	12	2.4849066497880004	0.4180941616647485	2.066812488123251
füvesít	0.003617269544924154	0.38133022170361724	7	verb	11	-2.379	FALSE	0	38	39	3.6635616461296463	2.305933590037919	1.357628056091727
főispán	1.3311551925320886	2.719953325554259	7	noun	33	0.177	FALSE	3	29	7.5	2.0149030205422647	-0.5428833051412735	2.5577863256835363
fűtőanyag	0.6299883313885648	1.5910151691948657	9	noun	30	-0.156	FALSE	0	22	23	3.1354942159291497	0.7413658360990403	2.394128379830108
fűződik	11.234305717619604	14.204317386231038	7	verb	41	1.102	FALSE	2	21	7.333333333333333	1.992430164690206	-1.001777349935809	2.9942075146260123
gaz	2.611318553092182	6.32683780630105	3	adjective	33	0.213	FALSE	4	30	6.2	1.824549292051046	-0.7332370336324922	2.5577863256835363
gazdag	87.69824970828472	128.71248541423572	6	adjective	48	1.977	FALSE	0	27	28	3.332204510175204	-0.04387154477547832	3.376076054950679
genom	1.0283547257876313	2.579463243873979	5	noun	32	0.016	FALSE	6	28	4.142857142857143	1.421385680931161	-1.0818479961345675	2.503233677065727
gerencsér	0.7905484247374562	0.8360560093348891	9	noun	18	-1.63	FALSE	5	21	3.6666666666666665	1.2992829841302609	-0.4402136122861335	1.7394965964163935
germán	3.8617269544924153	4.876429404900817	6	adjective	36	0.541	FALSE	1	28	14.5	2.6741486494265287	-0.04729562211043831	2.721444271536965
glosszáz	2.3337222870478414e-4	0.0025670945157526253	8	verb	2	-3.569	FALSE	17	17	1	0	-0.866654218531441	0.8666542185314414
glükóz	2.3100350058343055	3.4465577596266046	6	noun	35	0.41	FALSE	3	35	9	2.1972245773362196	-0.4696670455829378	2.6668916229191555
gond	73.25157526254375	180.13967327887983	4	noun	48	1.92	FALSE	0	33	34	3.5263605246161616	0.15028446966547945	3.376076054950679
gondol	21.2073512252042	575.9619603267212	6	verb	43	1.385	FALSE	0	39	40	3.688879454113936	0.5855666422523021	3.103312811861631
gondoskodik	36.40898483080513	91.63547257876313	11	verb	45	1.605	FALSE	1	27	14	2.6390573296152584	-0.5733607794819947	3.212418109097251
grafikon	2.652975495915986	9.61855309218203	8	noun	35	0.471	FALSE	3	36	9.25	2.224623551524334	-0.44226807139482344	2.6668916229191555
gráf	1.610968494749125	3.1444574095682616	4	noun	32	0.062	FALSE	3	33	8.5	2.1400661634962708	-0.3631675135694579	2.503233677065727
gróf	21.001633605600933	25.196499416569427	4	noun	42	1.267	FALSE	0	30	31	3.4339872044851463	0.3852270412413218	3.0487601632438217
gubóvirág	0.007701283547257876	0.009918319719953326	9	noun	13	-2.18	FALSE	3	36	9.25	2.224623551524334	0.7578901981969876	1.466733353327346
gyakornokoskodik	0.010968494749124855	0.15915985997666277	16	verb	15	-1.897	FALSE	1	30	15.5	2.740840023925201	1.1650013733622353	1.5758386505629651
gyapot	0.5688448074679113	0.9742123687281213	6	noun	30	-0.198	FALSE	2	21	7.333333333333333	1.992430164690206	-0.4016982151399034	2.394128379830108
gyerek	106.80641773628938	514.7345390898483	6	noun	49	2.08	FALSE	2	33	11.333333333333334	2.4277482359480516	-1.00288046762044	3.4306287035684884
gyámpont	1.1668611435239207e-4	1.1668611435239207e-4	8	noun	1	-3.87	FALSE	18	18	1	0	-0.8121015699136314	0.8121015699136319
gyárt	6.289148191365228	44.155892648774795	5	verb	39	0.859	FALSE	0	31	32	3.4657359027997265	0.5806336854093308	2.8851022173903935
gyász	4.795099183197199	18.80385064177363	5	noun	38	0.714	FALSE	0	36	37	3.610917912644224	0.7803683438716382	2.830549568772584
gyíkfű	0.01750291715285881	0.019953325554259042	6	noun	17	-1.746	FALSE	7	34	4.375	1.4759065198095778	-0.209037427989007	1.684943947798584
gyógyszerész	4.060443407234539	23.18681446907818	12	noun	37	0.618	FALSE	0	37	38	3.6375861597263857	0.861589239571609	2.7759969201547747
gyülemlik	0.0647607934655776	0.2725787631271879	9	verb	22	-1.145	FALSE	3	27	7	1.9459101490553132	-0.01179704183231948	1.957707190887632
gyűjt	7.290665110851808	87.1098016336056	5	verb	39	0.919	FALSE	0	27	28	3.332204510175204	0.447102292784808	2.8851022173903935
gyűjtemény	15.000350058343058	50.1561260210035	10	noun	41	1.112	FALSE	0	27	28	3.332204510175204	0.3379969955491888	2.9942075146260123
gyűrűz	0.005834305717619603	1.1162193698949825	6	verb	13	-2.171	FALSE	0	32	33	3.49650756146648	2.0297742081391337	1.466733353327346
gép	71.04539089848308	246.38471411901983	3	noun	48	1.909	FALSE	0	32	33	3.49650756146648	0.12043150651579812	3.376076054950679
gézengúz	0.4343057176196033	0.5492415402567095	8	noun	23	-0.982	FALSE	0	31	32	3.4657359027997265	1.4534760632942842	2.0122598395054414
gór	0.2191365227537923	0.26487747957992996	3	verb	16	-1.849	FALSE	19	15	0.8	-0.2231435513142097	-1.853534850494985	1.6303912991807747
gótikus	6.450525087514586	6.528354725787631	7	adjective	39	0.853	FALSE	0	35	36	3.58351893845611	0.6984167210657142	2.8851022173903935
had	4.480863477246207	17.126721120186698	3	noun	37	0.644	FALSE	3	29	7.5	2.0149030205422647	-0.761093899612512	2.7759969201547747
hadijáték	0.08261376896149358	0.2353558926487748	9	noun	22	-1.139	FALSE	1	39	20	2.995732273553991	1.038025082666358	1.957707190887632
hagy	22.224154025670945	345.8434072345391	4	verb	43	1.402	FALSE	1	32	16.5	2.803360380906535	-0.2999524309550993	3.103312811861631
hajcsárkodik	0.0010501750291715287	0.005834305717619603	12	verb	7	-2.916	FALSE	4	36	7.4	2.0014800002101243	0.8620625385896354	1.139417461620489
hajlik	3.3226371061843643	7.27024504084014	6	verb	36	0.575	FALSE	0	25	26	3.258096538021482	0.5366522664845151	2.721444271536965
halad	28.939206534422404	143.43885647607934	5	verb	44	1.521	FALSE	0	25	26	3.258096538021482	0.1002310775420384	3.1578654604794414
halmajonéz	1.1668611435239207e-4	5.834305717619603e-4	10	noun	1	-3.87	FALSE	24	15	0.64	-0.4462871026284195	-1.2583886725420508	0.8121015699136319
halom	1.1668611435239207e-4	137.1336056009335	3	noun	37	0.685	FALSE	4	28	5.8	1.7578579175523736	-1.0181390026024029	2.7759969201547747
hamburger	2.5179696616102683	5.313768961493582	9	noun	34	0.337	FALSE	0	27	28	3.332204510175204	0.719865535873856	2.6123389743013457
hamispénz	0.00676779463243874	0.010851808634772461	9	noun	13	-2.189	FALSE	0	33	34	3.5263605246161616	2.059627171288815	1.466733353327346
hangyabogáncs	0.008868144690781798	0.009918319719953326	13	noun	14	-2.001	FALSE	14	26	1.8	0.5877866649021191	-0.9334993370430368	1.5212860019451555
hantáz	4.667444574095683e-4	0.01411901983663944	6	verb	4	-3.268	FALSE	5	31	5.333333333333333	1.6739764335716716	0.6982169178046115	0.9757595157670604
harmonikus	13.496616102683781	18.076779463243874	10	adjective	41	1.175	FALSE	0	29	30	3.4011973816621555	0.4069898670361404	2.9942075146260123
harsonázik	0.005834305717619603	0.012485414235705952	10	verb	13	-2.18	FALSE	0	36	37	3.610917912644224	2.1441845593168773	1.466733353327346
hasonértékű	0.0021003500583430573	0.0025670945157526253	11	adjective	9	-2.615	FALSE	8	39	4.444444444444445	1.491654876777717	0.24313211792160885	1.248522758856108
hasznosít	0.402683780630105	18.95075845974329	9	verb	29	-0.333	FALSE	1	27	14	2.6390573296152584	0.2994815984029585	2.3395757312122982
hatalom	40.86826137689615	122.9115519253209	7	noun	46	1.658	FALSE	0	25	26	3.258096538021482	-0.00887421969358085	3.26697075771506
határidejű	2.478879813302217	2.490781796966161	10	adjective	35	0.448	FALSE	1	28	14.5	2.6741486494265287	0.00725702650737131	2.6668916229191555
hatékony	84.31236872812136	178.61458576429405	8	adjective	48	1.967	FALSE	0	28	29	3.367295829986474	-0.00878022496420798	3.376076054950679
hazardíroz	0.005134189031505251	0.08996499416569428	10	verb	12	-2.257	FALSE	8	27	3.111111111111111	1.1349799328389845	-0.2772007718705525	1.4121807047095367
hazardírozik	0.01855309218203034	0.01866977829638273	12	verb	17	-1.674	FALSE	7	26	3.375	1.2163953243244932	-0.4685486234740916	1.684943947798584
hecsedlilekvár	0.0028004667444574095	0.011551925320886815	14	noun	10	-2.528	FALSE	17	18	1.0555555555555556	0.05406722127027579	-1.2490081862036415	1.3030754074739177
hegelianizmus	0.00898483080513419	0.01575262543757293	13	noun	15	-1.989	FALSE	25	9	0.38461538461538464	-0.9555114450274363	-2.5313500955904025	1.5758386505629651
hegyipáfrány	3.500583430571762e-4	3.500583430571762e-4	12	noun	3	-3.393	FALSE	4	31	6.4	1.8562979903656265	0.9350911232163758	0.9212068671492508
heherész	0.0012835472578763127	0.07747957992998833	8	verb	7	-2.829	FALSE	10	27	2.5454545454545454	0.9343092373768334	-0.20510822424365557	1.139417461620489
hejehujázik	0.0015169194865810968	0.006301050175029172	11	verb	8	-2.756	FALSE	3	41	10.5	2.3513752571634776	1.1574051469251792	1.1939701102382985
heliotropizmus	0.0022170361726954494	0.004317386231038506	14	noun	9	-2.64	FALSE	20	23	1.1428571428571428	0.13353139262452257	-1.1149913662315851	1.248522758856108
hely	140.54200700116687	1062.5418903150526	4	noun	50	2.2	FALSE	2	36	12.333333333333334	2.512305623976115	-0.9728757282101864	3.4851813521862978
helyezkedik	30.902683780630106	50.79474912485414	11	verb	45	1.552	FALSE	0	29	30	3.4011973816621555	0.18877927256490223	3.212418109097251
hengerszimmetrikus	0.014585764294049008	0.018319719953325556	18	adjective	16	-1.802	FALSE	4	38	7.8	2.0541237336955462	0.42373243451477105	1.6303912991807747
hermetizál	1.1668611435239207e-4	0.004434072345390899	10	verb	1	-3.87	FALSE	6	26	3.857142857142857	1.349926716949016	0.5378251470353845	0.8121015699136319
heveny	3.128588098016336	3.1831971995332555	6	adjective	36	0.516	FALSE	2	23	8	2.0794415416798357	-0.6420027298571312	2.721444271536965
heveredik	0.019836639439906652	0.2663943990665111	9	verb	17	-1.642	FALSE	2	30	10.333333333333334	2.3353749158170367	0.650430968018452	1.684943947798584
hidegház	0.0039673278879813305	0.01633605600933489	8	noun	10	-2.509	FALSE	3	30	7.75	2.0476928433652555	0.7446174358913379	1.3030754074739177
hidegtál	0.14912485414235707	0.6077012835472578	8	noun	25	-0.8	FALSE	1	39	20	2.995732273553991	0.8743671368129293	2.12136513674106
hidroxid	0.2534422403733956	0.3504084014002334	8	noun	27	-0.536	FALSE	1	28	14.5	2.6741486494265287	0.443678215449848	2.230470433976679
hierarchikus	3.2235705950991833	3.615752625437573	12	adjective	36	0.553	FALSE	3	28	7.25	1.9810014688665831	-0.7404428026703836	2.721444271536965
hivatalnokoskodik	0.0012835472578763127	0.01691948658109685	17	verb	7	-2.829	FALSE	0	42	43	3.7612001156935624	2.6217826540730735	1.139417461620489
hiányzik	44.90921820303384	80.15052508751458	8	verb	46	1.691	FALSE	1	34	17.5	2.862200880929469	-0.4047698767855945	3.26697075771506
hokizik	0.025787631271878646	0.2100350058343057	7	verb	18	-1.542	FALSE	1	39	20	2.995732273553991	1.2562356771375969	1.7394965964163935
holdvilág	0.569661610268378	0.855659276546091	9	noun	28	-0.363	FALSE	2	36	12.333333333333334	2.512305623976115	0.22728254138162457	2.285023082594489
holland	28.969894982497085	35.445507584597436	7	adjective	44	1.461	FALSE	0	38	39	3.6635616461296463	0.5056961856502026	3.1578654604794414
holografikus	0.8773628938156359	0.9347724620770128	12	adjective	31	-0.023	FALSE	1	38	19.5	2.970414465569701	0.521733437121782	2.4486810284479175
holttest	1.828004667444574	12.08238039673279	8	noun	34	0.301	FALSE	0	22	23	3.1354942159291497	0.5231552416278019	2.6123389743013457
homeomorfizmus	0.0028004667444574095	0.005484247374562427	14	noun	10	-2.509	FALSE	13	25	1.8571428571428572	0.6190392084062235	-0.6840361990676941	1.3030754074739177
homlok	1.9003500583430573	13.958226371061844	6	noun	34	0.295	FALSE	0	30	31	3.4339872044851463	0.8216482301837985	2.6123389743013457
homok	7.99463243873979	19.185764294049008	5	noun	39	0.936	FALSE	2	35	12	2.4849066497880004	-0.40019556760239544	2.8851022173903935
homoktölcsér	0.0018669778296382731	0.0045507584597432905	12	noun	8	-2.756	FALSE	4	39	8	2.0794415416798357	0.8854714314415373	1.1939701102382985
homokzátony	0.025670945157526253	0.11120186697782963	11	noun	18	-1.552	FALSE	3	30	7.75	2.0476928433652555	0.3081962469488611	1.7394965964163935
homályosít	0.022287047841306886	0.6255542590431739	10	verb	18	-1.596	FALSE	1	40	20.5	3.0204248861443626	1.2809282897279683	1.7394965964163935
hordócsap	0.0011668611435239206	0.0025670945157526253	9	noun	7	-2.87	FALSE	0	36	37	3.610917912644224	2.4715004510237355	1.139417461620489
horganyfehér	0.0012835472578763127	0.0021003500583430573	12	adjective	7	-2.829	FALSE	17	16	0.9444444444444444	-0.05715841383994864	-1.1965758754604376	1.139417461620489
horizont	3.5703617269544923	7.779579929988332	8	noun	34	0.296	FALSE	2	31	10.666666666666666	2.367123614131617	-0.2452153601697308	2.6123389743013457
hossz	5.619603267211202	42.86511085180864	5	noun	38	0.738	FALSE	0	30	31	3.4339872044851463	0.6034376357125601	2.830549568772584
hosszall	8.168028004667445e-4	0.0030338389731621937	8	verb	6	-3.025	FALSE	14	18	1.2666666666666666	0.2363887780642303	-0.8484760349384488	1.0848648130026797
hull	4.110851808634773	9.213418903150526	4	verb	36	0.575	FALSE	2	31	10.666666666666666	2.367123614131617	-0.35432065740535007	2.721444271536965
hullik	3.6060676779463243	14.400700116686114	6	verb	37	0.611	FALSE	0	37	38	3.6375861597263857	0.861589239571609	2.7759969201547747
hullong	0.014819136522753792	0.022987164527421236	7	verb	16	-1.81	FALSE	22	10	0.4782608695652174	-0.7375989431307791	-2.367990242311554	1.6303912991807747
hullámzik	1.079463243873979	2.272112018669778	9	verb	32	0.076	FALSE	0	33	34	3.5263605246161616	1.0231268475504331	2.503233677065727
hurok	2.057642940490082	4.928471411901984	5	noun	34	0.328	FALSE	0	32	33	3.49650756146648	0.8841685871651325	2.6123389743013457
háborúzik	0.15869311551925322	1.3728121353558926	9	verb	25	-0.744	FALSE	0	28	29	3.367295829986474	1.2459306932454126	2.12136513674106
hálózsák	0.8712952158693116	2.4917152858809803	8	noun	31	-0.037	FALSE	1	36	18.5	2.917770732084279	0.46908970363635993	2.4486810284479175
háromfedélzetű	0.0014002333722287048	0.0014002333722287048	14	adjective	8	-2.791	FALSE	7	26	3.375	1.2163953243244932	0.02242521408619465	1.1939701102382985
hátall	0.0010501750291715287	0.0011668611435239206	6	verb	6	-3.025	FALSE	28	16	0.5862068965517241	-0.534082485930258	-1.6189472989329372	1.0848648130026797
háziasszony	3.2534422403733956	8.045974329054843	11	noun	36	0.565	FALSE	0	31	32	3.4657359027997265	0.7442916312627595	2.721444271536965
háznép	0.1278879813302217	0.41680280046674445	6	noun	24	-0.832	FALSE	3	28	7.25	1.9810014688665831	-0.08581101925666856	2.066812488123251
házorom	0.0030338389731621937	0.0073512252042007	7	noun	10	-2.472	FALSE	9	24	2.5	0.9162907318741552	-0.38678467559976254	1.3030754074739177
hérósz	0.001633605600933489	0.003617269544924154	6	noun	7	-2.829	FALSE	10	25	2.363636363636364	0.8602012652231116	-0.2792161963973775	1.139417461620489
híd	28.047957992998832	60.93710618436406	3	noun	44	1.454	FALSE	0	30	31	3.4339872044851463	0.2761217440057025	3.1578654604794414
hízelkedik	0.011901983663943991	0.08016336056009335	10	verb	15	-1.879	FALSE	2	28	9.666666666666666	2.268683541318364	0.6928448907553986	1.5758386505629651
hübrisz	0.1278879813302217	0.22158693115519254	7	noun	24	-0.863	FALSE	14	10	0.7333333333333333	-0.3101549283038396	-2.376967416427092	2.066812488123251
ideál	0.949124854142357	4.02730455075846	5	noun	31	-0.024	FALSE	0	23	24	3.1780538303479458	0.7293728019000268	2.4486810284479175
időszak	77.54212368728122	292.9836639439907	7	noun	48	1.939	FALSE	0	30	31	3.4339872044851463	0.05791114953446414	3.376076054950679
időszerű	5.383780630105018	7.4974329054842475	8	adjective	38	0.764	FALSE	0	25	26	3.258096538021482	0.4275469692488959	2.830549568772584
ifjít	7.001166861143524e-4	0.02765460910151692	5	verb	5	-3.092	FALSE	20	16	0.8095238095238095	-0.2113090936672069	-1.2416212580520765	1.03031216438487
igaz	232.10910151691948	334.53290548424735	4	adjective	50	2.346	FALSE	0	35	36	3.58351893845611	0.09833758626980862	3.4851813521862978
igásjószág	0.003500583430571762	0.006067677946324387	10	noun	11	-2.393	FALSE	6	34	5	1.6094379124341005	0.2518098563423729	1.357628056091727
igény	71.56277712952159	421.0605600933489	5	noun	48	1.885	FALSE	0	28	29	3.367295829986474	-0.00878022496420798	3.376076054950679
illegális	24.005134189031505	29.180163360560094	9	adjective	44	1.425	FALSE	0	24	25	3.218875824868201	0.06101036438875682	3.1578654604794414
illetődik	0.0057176196032672115	0.22882147024504085	9	verb	13	-2.189	FALSE	0	30	31	3.4339872044851463	1.9672538511578	1.466733353327346
impúrum	7.001166861143524e-4	0.0025670945157526253	7	noun	5	-3.092	FALSE	24	3	0.16	-1.8325814637483104	-2.8628936281331803	1.03031216438487
imád	3.161260210035006	70.31108518086347	4	verb	36	0.508	FALSE	0	32	33	3.49650756146648	0.7750632899295132	2.721444271536965
indulatú	0.4149358226371062	0.45857642940490084	8	adjective	29	-0.32	FALSE	3	32	8.25	2.1102132003465894	-0.22936253086571048	2.3395757312122982
infimum	0.004084014002333722	0.005834305717619603	7	noun	12	-2.339	FALSE	27	6	0.25	-1.3862943611198906	-2.798475065829428	1.4121807047095367
ingváll	0.04690781796966161	0.11236872812135355	7	noun	21	-1.276	FALSE	16	16	1	0	-1.9031545422698233	1.9031545422698224
ingyenbeteg	2.3337222870478414e-4	5.834305717619603e-4	11	noun	2	-3.569	FALSE	16	21	1.2941176470588236	0.25782910930209985	-0.6088251092293411	0.8666542185314414
inhumánus	0.014585764294049008	0.016686114352392065	9	adjective	16	-1.784	FALSE	6	34	5	1.6094379124341005	-0.02095338674667489	1.6303912991807747
inspekcióz	2.3337222870478414e-4	0.001633605600933489	10	verb	2	-3.569	FALSE	12	21	1.6923076923076923	0.5260930958967791	-0.3405611226346619	0.8666542185314414
interpretátor	0.03150525087514586	0.11820303383897317	13	noun	19	-1.452	FALSE	2	43	14.666666666666666	2.6855773452501515	0.8915281002159476	1.7940492450342032
intézmény	159.7392065344224	388.2681446907818	9	noun	50	2.199	FALSE	0	26	27	3.295836866004329	-0.18934448618197217	3.4851813521862978
ion	2.5095682613768964	6.309218203033839	3	noun	33	0.155	FALSE	8	31	3.5555555555555554	1.2685113254635072	-1.289275000220031	2.5577863256835363
irracionalizmus	0.0780630105017503	0.13208868144690783	15	noun	22	-1.058	FALSE	2	39	13.333333333333334	2.5902671654458267	0.632559974558194	1.957707190887632
irány	24.457409568261376	204.96289381563594	5	noun	43	1.373	FALSE	0	23	24	3.1780538303479458	0.0747410184863116	3.103312811861631
istenhozzád	0.018436406067677946	0.09661610268378062	11	noun	16	-1.821	FALSE	9	29	3	1.0986122886681098	-0.5317790105126654	1.6303912991807747
istenkedik	0.006417736289381563	0.024737456242707116	10	verb	13	-2.18	FALSE	2	31	10.666666666666666	2.367123614131617	0.9003902608042705	1.466733353327346
istác	8.168028004667445e-4	0.0011668611435239206	5	noun	6	-3.025	FALSE	24	4	0.2	-1.6094379124341005	-2.69430272543678	1.0848648130026797
iszlám	15.242123687281213	28.628471411901984	6	adjective	42	1.246	FALSE	1	29	15	2.70805020110221	-0.3407099621416144	3.0487601632438217
ivarsejt	0.16977829638273045	1.0422403733955659	8	noun	25	-0.732	FALSE	0	34	35	3.5553480614894135	1.433982924748352	2.12136513674106
jelez	8.548541423570596	172.0078179696616	5	verb	40	0.991	FALSE	0	27	28	3.332204510175204	0.3925496441669985	2.939654866008203
jog	110.30746791131855	490.1189031505251	3	noun	49	2.082	FALSE	1	33	17	2.833213344056216	-0.5974153595122755	3.4306287035684884
jogosult	94.16161026837807	146.13243873978996	8	noun	43	1.35	FALSE	0	29	30	3.4011973816621555	0.2978845698005213	3.103312811861631
jármű	36.89556592765461	105.80373395565928	5	noun	45	1.595	FALSE	0	28	29	3.367295829986474	0.15487772088922094	3.212418109097251
jégkárosult	0.0014002333722287048	0.004784130688448075	11	noun	8	-2.791	FALSE	6	31	4.571428571428571	1.519825753744413	0.32585564350611457	1.1939701102382985
jóltart	8.168028004667445e-4	0.041073512252042005	7	verb	5	-3.092	FALSE	4	32	6.6	1.8870696490323795	0.8567574846475101	1.03031216438487
kabin	2.327654609101517	7.017736289381563	5	noun	35	0.416	FALSE	0	28	29	3.367295829986474	0.7004042070673167	2.6668916229191555
kalcium	9.376196032672112	13.743290548424737	7	noun	40	1.004	FALSE	5	33	5.666666666666667	1.7346010553881064	-1.205053810620099	2.939654866008203
kalligrafál	5.834305717619603e-4	0.009101516919486581	11	verb	4	-3.268	FALSE	11	21	1.8333333333333333	0.6061358035703155	-0.3696237121967446	0.9757595157670604
kalmárszellem	0.017852975495915985	0.02427071178529755	13	noun	17	-1.694	FALSE	13	26	1.9285714285714288	0.6567795363890705	-1.0281644114095143	1.684943947798584
kampány	24.628004667444575	65.57246207701283	7	noun	44	1.444	FALSE	0	36	37	3.610917912644224	0.4530524521647806	3.1578654604794414
kanalaz	0.041656942823803965	3.198833138856476	7	verb	20	-1.325	FALSE	2	33	11.333333333333334	2.4277482359480516	0.579146342296038	1.8486018936520128
kandíroz	4.667444574095683e-4	0.18004667444574096	8	verb	4	-3.268	FALSE	5	32	5.5	1.7047480922384253	0.7289885764713652	0.9757595157670604
