Subject	data_type	participant_cap	max_trial_number	max_block	n_mistakes_for_real_words_total	exp	link
3369	complete data	25	120	50	16	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
337							
3370	complete data	50	115	50	9	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3371	complete data	18	119	50	17	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3372	complete data	50	111	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3373	complete data	45	113	50	12	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3374	complete data	45	114	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3375	complete data	26	110	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3376	complete data	39	117	50	12	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3377	complete data	50	111	50	9	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3378	complete data	48	111	50	10	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3379	complete data	50	110	50	5	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3380	complete data	40	108	50	10	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
3381	complete data	35	108	50	10	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5001							
5002							
5003							
5004							
5005							
5006							
5008							
5009							
5011							
5012							
5013							
5014							
5015	complete data	39	117	50	18	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5016							
5018	incomplete data	30	117	50	18	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5019	incomplete data	33	121	50	25	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5020	incomplete data	35	113	50	19	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5021	incomplete data	42	112	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5022	complete data	40	112	50	14	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5023	complete data	37	106	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5024	complete data	37	118	50	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5025	incomplete data	50	110	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5027	incomplete data	44	105	45	20	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5029	incomplete data	43	109	50	10	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5030	complete data	23	125	50	32	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5031	incomplete data	40	110	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5032	incomplete data	50	113	50	12	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5033	complete data	50	107	50	6	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5034	complete data	29	116	50	18	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5035	incomplete data	46	107	50	10	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5036	incomplete data	50	111	50	5	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5037	incomplete data	43	111	50	14	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5038	complete data	50	106	50	6	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5039	complete data	25	120	50	23	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
504							
5042							
5043	incomplete data	40	110	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5044	complete data	46	120	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5045	complete data	23	92	35	28	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5046	incomplete data	50	108	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5047	complete data	45	108	50	9	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5048	complete data	50	111	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5050	incomplete data	46	114	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5051	incomplete data	17	110	50	4	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5052	incomplete data	39	116	50	18	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5055	complete data	42	122	50	17	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5056	complete data	37	109	50	9	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5057	incomplete data	36	110	50	14	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5058	incomplete data	50	106	50	6	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5059	incomplete data	35	119	50	17	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5060	complete data	23	115	50	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5061	complete data	45	112	50	13	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5062	incomplete data	47	108	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5063	complete data	45	112	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5064	incomplete data	43	119	50	19	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5065	incomplete data	30	111	50	13	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5066	incomplete data	46	111	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5067	incomplete data	26	112	50	14	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5068	incomplete data	42	115	50	18	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5071	incomplete data	50	102	50	2	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5072	incomplete data	50	106	50	5	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5073	incomplete data	50	110	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5074 nyunyĂłka4							
5075	complete data	50	109	50	9	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5076	incomplete data	50	109	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5077	incomplete data	26	118	50	20	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5078	incomplete data	47	111	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5079	incomplete data	25	81	32	19	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5080	incomplete data	45	110	50	9	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5081	incomplete data	40	114	50	17	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5082							
5083	incomplete data	34	110	50	12	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5084	incomplete data	26	127	50	25	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5085	complete data	26	109	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5086	complete data	40	115	50	14	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5087	complete data	37	110	50	16	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5088	complete data	34	114	50	13	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5090	incomplete data	39	114	50	16	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5091	complete data	43	124	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5092	incomplete data	50	103	50	3	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5093	complete data	50	109	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5094	incomplete data	50	107	50	5	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5095	incomplete data	48	111	50	9	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5096	incomplete data	35	109	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5097	complete data	35	120	50	28	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5098 vackor	incomplete data	47	106	50	2	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5099	incomplete data	37	121	50	28	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5100	incomplete data	30	122	50	23	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5101	complete data	42	111	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5102	complete data	50	108	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5103	complete data	45	110	50	10	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5104	incomplete data	41	112	50	13	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5105	complete data	29	115	50	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5106	complete data	37	114	50	16	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5107	incomplete data	26	122	50	24	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5108	complete data	34	116	50	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5109	complete data	50	108	50	8	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5111	complete data	50	113	50	6	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5112	incomplete data	50	110	50	4	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5114	incomplete data	37	110	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5116	incomplete data	50	104	50	4	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5117	incomplete data	41	113	50	12	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5119	incomplete data	50	110	50	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5120	incomplete data	45	111	46	16	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5202	incomplete data	50	113	50	15	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5209	incomplete data	20	119	48	36	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
5213	incomplete data	46	114	50	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
535							
6105	complete data	12	122	44	45	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6107	complete data	19	126	50	17	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6108							
6111	complete data	1	7	2	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6112	complete data	8	44	14	19	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6113	complete data	36	128	50	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6114	complete data	14	51	20	17	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6115	complete data	17	129	50	19	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6116	complete data	20	95	35	24	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6117	complete data	2	10	3	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6118	complete data	24	129	50	42	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6120	complete data	11	83	31	25	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6121							
6128	complete data	21	55	24	12	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6129	complete data	16	136	50	38	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6130	complete data	18	84	36	23	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6131	complete data	26	127	50	32	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6132	complete data	20	138	50	38	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6133	complete data	23	89	38	17	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6134	complete data	40	124	50	25	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6135	complete data	18	46	19	11	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6136	complete data	27	81	30	23	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6137	complete data	39	121	50	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6138	complete data	23	97	40	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6139	complete data	20	121	50	23	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6140	complete data	20	123	50	20	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6202							
6203							
6204							
6205							
6206	complete data	30	128	50	37	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6207							
6208							
6209	complete data	15	113	41	50	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6210							
6211							
6212	incomplete data	18	130	50	25	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6213	complete data	15	89	33	26	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6214	incomplete data	1	127	48	37	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6215							
6216	complete data	39	127	50	31	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6217							
6218	incomplete data	50	121	50	10	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6219							
6220							
6221							
6223							
6224	complete data	3	35	12	15	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6225							
6226	complete data	31	123	50	25	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6228							
6230							
6231	complete data	21	125	49	34	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6232							
6234							
6235							
6236							
6237							
6239							
6240							
6241							
6242							
6243							
6244							
6245	complete data	18	120	50	31	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6246	complete data	34	126	50	25	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6247	complete data	1	6	2	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6249							
6250	complete data	22	126	50	39	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6251							
6252							
6253	complete data	30	115	50	21	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6254							
6255	complete data	20	131	50	46	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6257	complete data	24	120	50	29	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6258	complete data	30	130	50	33	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6259	complete data	24	120	50	18	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6260							
6261	complete data	25	113	50	16	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6262							
6263	complete data	13	138	50	52	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
6567							
7003	complete data	44	184	44	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7006	complete data	13	56	13	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7009	complete data	35	136	35	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7015	complete data	28	115	28	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7018	complete data	1	4	1	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7021	complete data	33	128	33	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7024	complete data	29	113	29	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7027	complete data	44	175	44	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7030	complete data	27	108	27	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7033	complete data	34	141	34	6	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7036	complete data	22	91	22	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7039	complete data	38	150	38	6	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7042	complete data	38	147	38	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7045	complete data	35	141	35	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7048	complete data	43	179	43	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7051	complete data	28	121	28	9	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7054	complete data	29	118	29	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7057	complete data	38	160	38	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7060	complete data	36	163	36	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7063	complete data	29	109	29	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7066	complete data	35	149	35	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7069	complete data	33	135	33	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7075	complete data	37	142	37	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7078	complete data	40	157	40	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7081	complete data	41	163	41	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7087	complete data	32	131	32	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7090	complete data	33	128	33	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7093	complete data	34	133	34	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7096	complete data	28	121	28	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7099	complete data	28	108	28	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7102	complete data	36	137	36	6	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7105	complete data	42	177	42	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7108	complete data	38	152	38	6	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7111	complete data	31	122	31	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7117	complete data	32	124	32	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7120	complete data	18	79	18	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7123	complete data	30	129	30	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7126	complete data	26	96	26	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7129 (vsd84k)							
7132	complete data	33	141	33	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7135	complete data	29	113	29	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7138	complete data	36	150	36	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7141	complete data	41	150	41	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7144	complete data	1	2	1	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7150	complete data	36	145	36	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7153	complete data	37	152	37	8	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7156	complete data	39	152	39	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7159	complete data	36	145	36	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7162	complete data	35	138	35	8	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7165	complete data	40	161	40	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7168							
7171	complete data	40	163	40	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7174	complete data	34	137	34	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7177	complete data	46	184	46	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7180	complete data	36	138	36	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7183							
7186	complete data	42	168	42	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7189	complete data	28	114	28	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7192	complete data	34	141	34	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7195	complete data	37	147	37	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7198	complete data	44	175	44	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7201	complete data	39	159	39	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7204	complete data	31	134	31	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7207	complete data	28	107	28	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7210	complete data	43	179	43	6	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7213	complete data	22	87	22	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7216	complete data	44	174	44	6	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7219	complete data	29	120	29	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7222	complete data	33	144	33	11	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7225	complete data	36	143	36	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7228	complete data	38	161	38	8	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7231	complete data	41	167	41	8	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7234	complete data	34	139	34	6	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7237	complete data	39	146	39	4	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7243	complete data	37	150	37	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7246	complete data	28	110	28	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7252	complete data	33	128	33	5	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7255	complete data	28	119	28	9	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7258	complete data	4	18	4	2	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7261	complete data	41	164	41	3	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
7519	complete data	50	106	50	3	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
FXS8KN	complete data	47	189	47	7	exp2	https://pavlovia.org/run/petyaraczbme/lendulet_bme_szokiserlet_vegso/html/
kresztanfolyam							
nk							
NO_mask							
Puskin 2							
Puskin2							
UJ16X4	complete data	39	114	50	15	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
Zsoleboy2							
DAMI_1	incomplete data	30	113	46	34	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_2	complete data	9	145	50	64	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_3							
DAMI_4	complete data	4	58	20	22	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_5	complete data	32	134	50	24	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_6	complete data	26	125	47	28	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_7	complete data	41	118	50	16	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_8	incomplete data	21	114	42	40	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_9	complete data	11	90	34	20	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_10	complete data	11	64	25	20	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_11	complete data	20	68	24	23	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_12	complete data	11	140	50	38	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_13	complete data	14	132	50	15	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_14 (elballagott)							
DAMI_15 (elballagott)							
DAMI_16	complete data	20	99	37	35	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_17	complete data	26	110	42	35	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_18	complete data	1	6	2	7	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_19	complete data	23	129	50	41	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
DAMI_20	complete data	19	141	50	34	exp1	https://run.pavlovia.org/petyaraczbme/lex_span4/html/
