ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
space,3.299255,space,0.929075,right,1.228355,left,0.802865,left,0.583925,space,4.31267,right,0.80863,0,0,0,80,1,darab,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.859405,0,1,1,171,1,újgazdag,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.851855,0,2,2,204,1,kocskesi,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.756505,0,3,3,168,1,grafikon,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.849675,0,4,4,81,1,takorák,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.722455,0,5,5,69,1,gerencsér,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.06653,0,6,6,50,1,csenyei,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.65645,0,7,7,58,1,barát,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.953625,0,8,8,166,1,retálhit,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.88504,0,9,9,174,1,cianid,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.251365,0,10,10,72,1,mihálóz,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.70236,0,11,11,147,1,referál,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.75678,0,12,12,193,1,bacon,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.89925,0,13,13,190,1,rámáz,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.552265,0,14,14,4,1,viszonvád,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.750185,0,15,15,94,1,rotor,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.97791,0,16,16,219,1,szimboló,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.158015,0,17,17,41,1,nagybeteg,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.01065,0,18,18,229,1,lemesség,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.805785,0,19,19,137,1,aragas,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.650075,0,20,20,238,1,bolgár,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.08223,0,21,21,239,1,donhuán,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.89995,0,22,22,63,1,viszkózus,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.983425,0,23,23,198,1,lublika,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.05862,0,24,24,119,1,cugehőr,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.635255,0,25,25,117,1,ószeven,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.372315,0,26,26,156,1,lazúroz,K105,nő,1999.06.22,15,2021-05-14_14h50.07.011,ranlexdec,2020.2.5,Win32,60
