ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
space,45.37658,space,45.110375,right,16.334205,left,3.08642,left,2.271015,left,13.55432,right,0.909685,0,0,0,144,1,rövid,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.935975,0,1,1,46,1,kurzív,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,3.20163,0,2,2,11,1,viszkóz,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.184015,0,3,3,72,1,mihálóz,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,4.600735,0,4,4,97,1,vésségi,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.804215,0,5,5,157,1,káder,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.19802,0,6,6,216,1,svábtök,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.840615,0,7,7,117,1,ószeven,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.96333,0,8,8,132,1,hatalom,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.610095,0,9,9,192,1,norvend,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.348525,0,10,10,162,1,nimbus,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.233605,0,11,11,49,1,ernyak,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.621075,0,12,12,187,1,testnedv,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.302495,0,13,13,122,1,égitest,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.783845,0,14,14,3,1,tömzsa,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.296675,0,15,15,136,1,rücsök,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.214235,0,16,16,148,1,mellényzseb,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.011585,0,17,17,22,1,arzénsav,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.20973,0,18,18,37,1,lukaszt,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.43682,0,19,19,50,1,csenyei,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.56471,0,20,20,96,1,alfél,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.51342,0,21,21,185,1,gyülemlik,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.210855,0,22,22,227,1,kötődik,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,4.40277,0,23,23,234,1,fertilis,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.41871,0,24,24,99,1,sárgaréz,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.26893,0,25,25,0,1,irány,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,4.202695,0,26,26,84,1,kúpol,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.235465,0,27,27,150,1,orront,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.618645,0,28,28,147,1,referál,KT116,Nő,2001,13,2021-05-13_08h56.38.601,ranlexdec,2020.2.5,Win32,60
