ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
right,42.46614,right,9.472565,right,1.540025,left,1.26858,right,2.78468,right,17.072635,left,2.444755,0,0,0,135,1,ion,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.61787,0,1,1,239,1,donhuán,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.667885,0,2,2,133,1,hübrisz,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.70695,0,3,3,124,1,alkalom,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.18512,0,4,4,51,1,bajuszfű,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,3.496415,0,5,5,109,1,vényegő,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,3.95037,0,6,6,91,1,tajtásos,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.10675,0,7,7,147,1,referál,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,3.145795,0,8,8,103,1,szabotró,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.200745,0,9,9,212,1,farkasbab,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.798335,0,10,10,214,1,tenger,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.553245,0,11,11,44,1,ingváll,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.95959,0,12,12,61,1,régész,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.88007,0,13,13,227,1,kötődik,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.577765,0,14,14,46,1,kurzív,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,3.283635,0,15,15,131,1,vetézmés,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.158905,0,16,16,152,1,rakódik,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.006405,0,17,17,161,1,példakép,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,6.85002,0,18,18,18,1,csapattest,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.05149,0,19,19,179,1,töredék,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.08516,0,20,20,129,1,turné,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.37493,0,21,21,225,1,bajadér,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.853675,0,22,22,217,1,ifjít,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.417425,0,23,23,32,1,genom,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.217675,0,24,24,224,1,truccol,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.467285,0,25,25,64,1,hálózsák,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.81305,0,26,26,176,1,bélyeg,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.577845,0,27,27,84,1,kúpol,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.744885,0,28,28,73,1,olaj,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.87776,0,29,29,236,1,csatázik,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.86751,0,30,30,25,1,reform,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.8032,0,31,31,182,1,nagyszámú,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.705935,0,32,32,174,1,cianid,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.786575,0,33,33,21,1,heveny,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.59174,0,34,34,95,1,skubizik,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.606825,0,35,35,128,1,csüggedez,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.652335,0,36,36,218,1,tortya,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.53983,0,37,37,162,1,nimbus,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,3.2817,0,38,38,70,1,lakotthely,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.30291,0,39,39,98,1,mítosz,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.27222,0,40,40,192,1,norvend,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.955685,0,41,41,4,1,viszonvád,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.09033,0,42,42,215,1,neoprén,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.084115,0,43,43,99,1,sárgaréz,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.019675,0,44,44,19,1,tangózik,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.754795,0,45,45,22,1,arzénsav,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.400215,0,46,46,148,1,mellényzseb,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.739265,0,47,47,221,1,törődik,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.75125,0,48,48,7,1,űrlap,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.79599,0,49,49,178,1,sziszeg,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.367665,0,50,50,96,1,alfél,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.95361,0,51,51,142,1,storítő,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.931725,0,52,52,203,1,abeti,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.48169,0,53,53,125,1,úszamos,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.03432,0,54,54,159,1,elegy,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.66832,0,55,55,241,1,kárpit,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.28401,0,56,56,83,1,vonzum,FWCVT3,Nő,2001,13,2021-05-14_14h01.58.065,ranlexdec,2020.2.5,Win32,60
