ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
right,38.375415,right,30.196155,right,1.54879,left,2.234955,left,2.3932,right,11.58575,right,1.154615,0,0,0,214,1,tenger,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.933395,0,1,1,145,1,kurtít,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.23192,0,2,2,196,1,dolgozik,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.064245,0,3,3,21,1,heveny,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.01177,0,4,4,70,1,lakotthely,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.64914,0,5,5,142,1,storítő,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.085,0,6,6,238,1,bolgár,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.96765,0,7,7,99,1,sárgaréz,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.80747,0,8,8,208,1,lélek,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.084245,0,9,9,148,1,mellényzseb,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.32524,0,10,10,36,1,tröshet,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.851215,0,11,11,12,1,gyapot,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.79999,0,12,12,231,1,igény,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.83899,0,13,13,209,1,hidegház,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.255855,0,14,14,200,1,biliárd,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.021895,0,15,15,5,1,retta,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.45394,0,16,16,155,1,megpadék,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.569595,0,17,17,42,1,összalaj,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.93451,0,18,18,68,1,kitin,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.08877,0,19,19,167,1,vabank,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.861395,0,20,20,86,1,jármű,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.7866,0,21,21,79,1,extrém,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.20117,0,22,22,157,1,káder,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.850955,0,23,23,130,1,derít,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.437015,0,24,24,139,1,vároló,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.266665,0,25,25,138,1,gyűjtemény,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.87255,0,26,26,14,1,selypít,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.829605,0,27,27,96,1,alfél,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.868175,0,28,28,149,1,anorák,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.900185,0,29,29,17,1,magmatit,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.018125,0,30,30,44,1,ingváll,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.734805,0,31,31,114,1,tartalom,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.12219,0,32,32,136,1,rücsök,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.704,0,33,33,143,1,rojtoz,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.75065,0,34,34,228,1,tarol,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.5345,0,35,35,7,1,űrlap,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.84836,0,36,36,165,1,lépték,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.750035,0,37,37,69,1,gerencsér,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.19292,0,38,38,191,1,hitódó,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.772415,0,39,39,199,1,ború,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.81714,0,40,40,55,1,látszik,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.82235,0,41,41,37,1,lukaszt,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.78491,0,42,42,98,1,mítosz,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.56734,0,43,43,28,1,gazdag,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.207305,0,44,44,32,1,genom,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.07104,0,45,45,82,1,kvéker,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.375735,0,46,46,133,1,hübrisz,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.026605,0,47,47,203,1,abeti,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.761595,0,48,48,53,1,puritán,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.134885,0,49,49,249,1,kencéz,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.467,0,50,50,240,1,áradmány,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.01387,0,51,51,223,1,árstop,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.78384,0,52,52,90,1,orális,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.01765,0,53,53,77,1,egant,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.80143,0,54,54,182,1,nagyszámú,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.217125,0,55,55,52,1,kunyai,241,nő,2001,13,2021-05-14_16h30.17.370,ranlexdec,2020.2.5,Win32,60
