ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
right,43.396,right,33.703,right,1.579,left,1.173,left,1.563,right,12.645,right,1.665,0,0,0,32,1,genom,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.849,0,1,1,157,1,káder,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.17,0,2,2,247,1,ausztrál,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.838,0,3,3,129,1,turné,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.585,0,4,4,249,1,kencéz,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.23,0,5,5,91,1,tajtásos,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.345,0,6,6,13,1,törköly,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.781,0,7,7,76,1,jegedény,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.018,0,8,8,165,1,lépték,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.831,0,9,9,35,1,türemlik,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.734,0,10,10,144,1,rövid,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.71,0,11,11,73,1,olaj,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.067,0,12,12,239,1,donhuán,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.315,0,13,13,115,1,fajansz,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.274,0,14,14,204,1,kocskesi,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.819,0,15,15,201,1,szempont,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.311,0,16,16,225,1,bajadér,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.02,0,17,17,233,1,templomoz,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.209,0,18,18,236,1,csatázik,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.11,0,19,19,69,1,gerencsér,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.724,0,20,20,140,1,diktátor,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.706,0,21,21,43,1,közhely,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.83,0,22,22,5,1,retta,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.02,0,23,23,83,1,vonzum,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.825,0,24,24,87,1,forrpont,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.883,0,25,25,112,1,méhezter,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.644,0,26,26,28,1,gazdag,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.446,0,27,27,60,1,bárányfark,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.664,0,28,28,193,1,bacon,KT142,nő,2001,13,2021-05-13_10h32.10.637,ranlexdec,2020.2.5,Win32,60
