ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
space,4.27761,space,16.769715,right,0.681265,left,0.42896,left,0.85787,space,97.89306,right,0.85062,0,0,0,39,1,könnyelmű,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.200745,0,1,1,50,1,csenyei,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.69618,0,2,2,179,1,töredék,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.875455,0,3,3,80,1,darab,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.57935,0,4,4,236,1,csatázik,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.594975,0,5,5,105,1,tököl,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.517585,0,6,6,114,1,tartalom,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.787195,0,7,7,153,1,kontrapunkt,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.54748,0,8,8,177,1,pereg,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.54064,0,9,9,143,1,keresztyén,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.524875,0,10,10,25,1,reform,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.572325,0,11,11,47,1,döföl,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.77633,0,12,12,137,1,aragas,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.69612,0,13,13,16,1,cséltás,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.89707,0,14,14,97,1,vésségi,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.64226,0,15,15,40,1,diviz,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.601395,0,16,16,61,1,régész,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.796125,0,17,17,166,1,retálhit,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.6298,0,18,18,19,1,tangózik,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.663605,0,19,19,149,1,anorák,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.90301,0,20,20,112,1,méhezter,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.521995,0,21,21,45,1,népszerű,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.68766,0,22,22,1,1,csapdáz,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.76758,0,23,23,249,1,kencéz,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.978395,0,24,24,155,1,megpadék,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.63617,0,25,25,3,1,tömzsa,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.615155,0,26,26,190,1,rámáz,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.894635,0,27,27,106,1,lalláz,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.638335,0,28,28,217,1,ifjít,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.69911,0,29,29,193,1,bacon,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.669075,0,30,30,174,1,cianid,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.921145,0,31,31,78,1,törékeny,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.11661,0,32,32,127,1,rozintem,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.00538,0,33,33,42,1,összalaj,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.49785,0,34,34,238,1,bolgár,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.813885,0,35,35,189,1,konverzál,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.08388,0,36,36,93,1,kilukát,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.337215,0,37,37,90,1,orális,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.066725,0,38,38,243,1,dipeptid,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.58321,0,39,39,152,1,rakódik,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.646835,0,40,40,27,1,sporthorgász,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.767505,0,41,41,118,1,libling,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.970005,0,42,42,22,1,arzénsav,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.236985,0,43,43,95,1,skubizik,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.748225,0,44,44,85,1,glükóz,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.034225,0,45,45,223,1,árstop,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.52432,0,46,46,35,1,türemlik,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.686585,0,47,47,60,1,bárányfark,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.5456,0,48,48,206,1,horizont,9999,,,,2021-05-10_09h52.34.281,ranlexdec,2020.2.5,Win32,60
