ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
space,43.789235,down,3.15881,right,2.85125,left,2.45743,left,2.528355,down,14.865015,right,2.09269,0,0,0,41,1,nagybeteg,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.938685,0,1,1,53,1,puritán,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.45349,0,2,2,93,1,kilukát,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.71939,0,3,3,183,1,színpad,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.68138,0,4,4,128,1,csüggedez,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.73116,0,5,5,194,1,végbél,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.765305,0,6,6,189,1,konverzál,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.321815,0,7,7,162,1,nimbus,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.222905,0,8,8,123,1,luftballon,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.610635,0,9,9,37,1,lukaszt,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.559185,0,10,10,138,1,gyűjtemény,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.10576,0,11,11,65,1,infimum,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.630785,0,12,12,139,1,vároló,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.593705,0,13,13,133,1,hübrisz,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.694365,0,14,14,118,1,libling,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.558325,0,15,15,86,1,jármű,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.623915,0,16,16,120,1,komál,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.606985,0,17,17,244,1,kislány,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.126025,0,18,18,50,1,csenyei,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.55913,0,19,19,176,1,bélyeg,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.56855,0,20,20,215,1,neoprén,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.423985,0,21,21,153,1,kontrapunkt,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.511165,0,22,22,99,1,sárgaréz,KT242,nő,1973,19,2021-05-14_18h07.42.163,ranlexdec,2020.2.5,Win32,60
