ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
right,22.16446,right,18.06165,right,0.562725,left,0.626345,right,0.57421,right,11.024475,left,1.132325,0,0,0,82,1,kvéker,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.22109,0,1,1,85,1,glükóz,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.368965,0,2,2,128,1,csüggedez,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.18444,0,3,3,189,1,konverzál,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.960965,0,4,4,158,1,hidroxid,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.847175,0,5,5,183,1,színpad,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.813445,0,6,6,67,1,szegény,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.29747,0,7,7,197,1,krakéler,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.746945,0,8,8,171,1,újgazdag,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.79996,0,9,9,206,1,horizont,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.94966,0,10,10,174,1,cianid,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.700385,0,11,11,48,1,reagál,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.087825,0,12,12,153,1,kontrapunkt,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.230505,0,13,13,11,1,viszkóz,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.75616,0,14,14,124,1,alkalom,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.70016,0,15,15,120,1,komál,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.541745,0,16,16,228,1,tarol,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.946025,0,17,17,57,1,lejmol,9999999,nő,9999,25,2021-05-10_17h00.50.076,ranlexdec,2020.2.5,Win32,60
