ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
space,34.170305,left,29.79034,right,11.31032,left,1.31439,left,2.47211,right,10.681775,right,0.58005,0,0,0,67,1,szegény,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.41846,0,1,1,192,1,norvend,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.184405,0,2,2,224,1,truccol,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.057355,0,3,3,85,1,glükóz,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.223565,0,4,4,20,1,század,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.397105,0,5,5,114,1,tartalom,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.412515,0,6,6,118,1,libling,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,2.095935,0,7,7,65,1,infimum,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.7696,0,8,8,168,1,grafikon,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.840335,0,9,9,182,1,nagyszámú,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.992565,0,10,10,101,1,nukleon,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.586285,0,11,11,11,1,viszkóz,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,2.62451,0,12,12,176,1,bélyeg,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.980815,0,13,13,201,1,szempont,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.899855,0,14,14,61,1,régész,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.63127,0,15,15,221,1,törődik,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.289025,0,16,16,186,1,piláf,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.36365,0,17,17,219,1,szimboló,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.73414,0,18,18,0,1,irány,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.08087,0,19,19,56,1,kanalaz,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.33559,0,20,20,29,1,novagár,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.963085,0,21,21,127,1,rozintem,KT144,Nő,2001,13,2021-05-13_10h40.42.399,ranlexdec,2020.2.5,Win32,60
