ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,resp.keys,resp.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
space,25.01195,space,24.283745,right,1.368655,left,0.51934,left,3.04058,space,9.412855,left,4.56633,0,0,0,87,1,forrpont,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,4.616805,0,1,1,162,1,nimbus,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.39336,0,2,2,38,1,zomogyi,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.39627,0,3,3,105,1,tököl,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.397825,0,4,4,109,1,vényegő,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.16998,0,5,5,98,1,mítosz,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.629695,0,6,6,249,1,kencéz,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,0.88864,0,7,7,5,1,retta,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.50298,0,8,8,35,1,türemlik,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,left,1.42745,0,9,9,95,1,skubizik,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,1.8867,0,10,10,243,1,dipeptid,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
,,,,,,,,,,,,right,0.672295,0,11,11,168,1,grafikon,KT105,Nő,1980,17,2021-05-13_09h49.41.343,ranlexdec,2020.2.5,Win32,60
