ready2_2.keys,ready2_2.rt,ready2.keys,ready2.rt,key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,ready3.keys,ready3.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,withinBlock.order,word,Azonosító,Az Ön neme,Születési éve,Hány évet töltött az iskolapadban (egyetemet is beleértve),date,expName,psychopyVersion,OS,frameRate
left,49.761215,space,25.66886,left,8.963125,left,0.76752,left,3.61673,left,7.217555,1,0,250,62,1,249,bizmut,KT141,nő,1995,19,2021-05-13_10h30.23.207,ranlexdec,2020.2.5,Win32,60
